Zeit (s) Messreihe #5	Spannung, Ch A (V) Messreihe #5	Spannung, Ch B (V) Messreihe #5
0,000	0,002	0,025
0,020	0,003	0,026
0,040	0,003	0,026
0,060	0,002	0,026
0,080	0,002	0,025
0,100	0,002	0,026
0,120	0,002	0,025
0,140	0,002	0,026
0,160	0,002	0,026
0,180	0,002	0,026
0,200	0,002	0,026
0,220	0,003	0,027
0,240	0,002	0,026
0,260	0,002	0,027
0,280	0,002	0,027
0,300	0,002	0,027
0,320	0,002	0,027
0,340	0,003	0,027
0,360	0,003	0,027
0,380	0,002	0,026
0,400	0,003	0,027
0,420	0,002	0,026
0,440	0,002	0,027
0,460	0,003	0,026
0,480	0,002	0,026
0,500	0,002	0,026
0,520	0,002	0,026
0,540	0,002	0,026
0,560	0,003	0,026
0,580	0,002	0,026
0,600	0,003	0,026
0,620	0,003	0,027
0,640	0,002	0,026
0,660	0,003	0,026
0,680	0,002	0,026
0,700	0,003	0,027
0,720	0,003	0,026
0,740	0,002	0,026
0,760	0,002	0,026
0,780	0,002	0,027
0,800	0,003	0,027
0,820	0,002	0,026
0,840	0,002	0,026
0,860	0,002	0,027
0,880	0,003	0,027
0,900	0,002	0,027
0,920	0,003	0,027
0,940	0,002	0,026
0,960	0,002	0,027
0,980	0,002	0,027
1,000	0,003	0,027
1,020	1,504	2,860
1,040	6,759	9,065
1,060	0,006	0,237
1,080	0,013	0,010
1,100	0,019	0,018
1,120	0,025	0,025
1,140	0,032	0,098
1,160	0,038	0,054
1,180	0,044	0,036
1,200	0,050	0,034
1,220	0,056	0,035
1,240	0,062	0,036
1,260	0,069	0,036
1,280	0,075	0,037
1,300	0,081	0,036
1,320	0,088	0,037
1,340	0,093	0,037
1,360	0,100	0,037
1,380	0,106	0,038
1,400	0,112	0,038
1,420	0,118	0,038
1,440	0,124	0,039
1,460	0,130	0,038
1,480	0,136	0,039
1,500	0,143	-5,408E-4
1,520	0,149	0,035
1,540	0,155	0,038
1,560	0,161	0,039
1,580	0,167	0,039
1,600	0,173	0,039
1,620	0,179	0,039
1,640	0,185	0,039
1,660	0,192	0,040
1,680	0,198	0,039
1,700	0,204	0,040
1,720	0,210	0,040
1,740	0,216	0,040
1,760	0,222	0,040
1,780	0,228	0,040
1,800	0,234	0,040
1,820	0,241	0,041
1,840	0,247	0,041
1,860	0,253	0,022
1,880	0,259	0,035
1,900	0,265	0,040
1,920	0,271	0,040
1,940	0,277	0,041
1,960	0,283	0,040
1,980	0,289	0,041
2,000	0,296	0,041
2,020	0,302	0,042
2,040	0,307	0,041
2,060	0,313	0,041
2,080	0,319	0,041
2,100	0,325	0,041
2,120	0,331	0,041
2,140	0,337	0,042
2,160	0,344	0,041
2,180	0,350	0,042
2,200	0,356	0,041
2,220	0,362	0,043
2,240	0,368	0,047
2,260	0,374	0,041
2,280	0,380	0,041
2,300	0,386	0,041
2,320	0,392	0,041
2,340	0,398	0,042
2,360	0,404	0,041
2,380	0,410	0,041
2,400	0,416	0,041
2,420	0,422	0,041
2,440	0,428	0,041
2,460	0,434	0,041
2,480	0,440	0,041
2,500	0,446	0,041
2,520	0,453	0,041
2,540	0,459	0,042
2,560	0,464	0,042
2,580	0,471	0,041
2,600	0,477	0,042
2,620	0,483	0,042
2,640	0,489	0,043
2,660	0,494	0,042
2,680	0,501	0,042
2,700	0,507	0,042
2,720	0,513	0,043
2,740	0,519	0,042
2,760	0,525	0,042
2,780	0,531	0,042
2,800	0,537	0,042
2,820	0,543	0,042
2,840	0,549	0,042
2,860	0,555	0,043
2,880	0,561	0,042
2,900	0,567	0,042
2,920	0,573	0,043
2,940	0,579	0,043
2,960	0,585	0,039
2,980	0,591	0,037
3,000	0,597	0,042
3,020	0,604	0,043
3,040	0,609	0,042
3,060	0,616	0,043
3,080	0,621	0,043
3,100	0,626	0,043
3,120	0,633	0,043
3,140	0,639	0,043
3,160	0,644	0,042
3,180	0,651	0,043
3,200	0,656	0,043
3,220	0,663	0,043
3,240	0,669	0,043
3,260	0,675	0,042
3,280	0,680	0,043
3,300	0,686	0,043
3,320	0,693	0,043
3,340	0,699	0,027
3,360	0,705	0,041
3,380	0,711	0,042
3,400	0,716	0,042
3,420	0,723	0,042
3,440	0,729	0,043
3,460	0,734	0,043
3,480	0,741	0,043
3,500	0,747	0,044
3,520	0,753	0,043
3,540	0,759	0,043
3,560	0,765	0,044
3,580	0,771	0,044
3,600	0,777	0,045
3,620	0,783	0,044
3,640	0,789	0,045
3,660	0,795	0,046
3,680	0,801	0,045
3,700	0,806	0,061
3,720	0,812	0,057
3,740	0,819	0,045
3,760	0,825	0,043
3,780	0,831	0,042
3,800	0,837	0,040
3,820	0,843	0,039
3,840	0,849	0,038
3,860	0,855	0,037
3,880	0,861	0,035
3,900	0,867	0,037
3,920	0,873	0,041
3,940	0,879	0,044
3,960	0,885	0,046
3,980	0,891	0,047
4,000	0,896	0,046
4,020	0,903	0,046
4,040	0,909	0,046
4,060	0,915	0,046
4,080	0,921	0,019
4,100	0,927	0,044
4,120	0,933	0,046
4,140	0,939	0,047
4,160	0,944	0,047
4,180	0,950	0,047
4,200	0,956	0,047
4,220	0,962	0,045
4,240	0,968	0,046
4,260	0,974	0,045
4,280	0,980	0,046
4,300	0,986	0,047
4,320	0,992	0,047
4,340	0,998	0,050
4,360	1,004	0,052
4,380	1,010	0,054
4,400	1,016	0,055
4,420	1,022	0,055
4,440	1,028	0,113
4,460	1,034	0,082
4,480	1,040	0,061
4,500	1,046	0,061
4,520	1,051	0,062
4,540	1,058	0,064
4,560	1,064	0,065
4,580	1,070	0,066
4,600	1,076	0,068
4,620	1,082	0,069
4,640	1,088	0,071
4,660	1,094	0,073
4,680	1,100	0,073
4,700	1,106	0,074
4,720	1,112	0,077
4,740	1,118	0,077
4,760	1,124	0,079
4,780	1,130	0,081
