Zeit (s) Messreihe #17	Spannung, Ch A (V) Messreihe #17	Spannung, Ch B (V) Messreihe #17
0,000	0,011	0,007
0,020	0,011	0,008
0,040	0,011	0,007
0,060	0,011	0,007
0,080	0,011	0,008
0,100	0,012	0,007
0,120	0,012	0,007
0,140	0,011	0,008
0,160	0,009	0,007
0,180	0,010	0,007
0,200	0,010	0,008
0,220	0,010	0,007
0,240	0,010	0,007
0,260	0,010	0,007
0,280	0,317	0,110
0,300	0,575	0,182
0,320	0,529	0,170
0,340	0,395	0,168
0,360	0,032	0,049
0,380	0,353	0,140
0,400	0,343	0,132
0,420	0,492	0,169
0,440	0,332	0,137
0,460	0,110	0,080
0,480	0,016	0,040
0,500	0,026	0,019
0,520	0,056	0,040
0,540	0,006	0,027
0,560	-0,008	0,008
0,580	0,006	0,008
0,600	0,009	0,007
0,620	0,009	0,008
0,640	0,012	0,009
0,660	0,027	0,013
0,680	-0,056	0,009
0,700	0,032	0,009
0,720	0,432	0,109
0,740	2,910	0,839
0,760	4,098	1,355
0,780	0,756	0,243
0,800	0,480	0,197
0,820	0,260	0,131
0,840	0,419	0,150
0,860	0,498	0,257
0,880	0,626	0,235
0,900	0,833	0,322
0,920	0,519	0,251
0,940	0,211	0,156
0,960	-0,015	0,099
0,980	0,098	0,130
1,000	0,057	0,166
1,020	0,017	0,165
1,040	-0,041	0,136
1,060	-0,023	0,096
1,080	0,019	0,103
1,100	0,111	0,147
1,120	-0,030	0,110
1,140	0,020	0,116
1,160	0,022	0,125
1,180	0,018	0,126
1,200	0,018	0,129
1,220	0,025	0,135
1,240	0,026	0,143
1,260	0,026	0,149
1,280	0,025	0,155
1,300	0,021	0,159
1,320	0,024	0,165
1,340	0,018	0,167
1,360	0,023	0,172
1,380	0,024	0,177
1,400	0,024	0,183
1,420	0,025	0,188
1,440	0,025	0,194
1,460	0,026	0,200
1,480	0,032	0,208
1,500	0,033	0,218
1,520	0,031	0,226
1,540	0,037	0,238
1,560	0,020	0,239
1,580	0,030	0,245
1,600	0,033	0,255
1,620	0,030	0,261
1,640	0,043	0,271
1,660	0,046	0,287
1,680	0,024	0,288
1,700	0,036	0,295
1,720	0,065	0,314
1,740	0,058	0,329
1,760	0,083	0,353
1,780	0,057	0,363
1,800	0,054	0,369
1,820	0,053	0,376
1,840	0,055	0,381
1,860	0,061	0,388
1,880	0,054	0,391
1,900	0,057	0,395
1,920	0,062	0,400
1,940	0,063	0,405
1,960	0,065	0,410
1,980	0,064	0,413
2,000	0,068	0,418
2,020	0,070	0,423
2,040	0,073	0,427
2,060	0,075	0,431
2,080	0,075	0,434
2,100	0,083	0,441
2,120	0,086	0,446
2,140	0,087	0,451
2,160	0,091	0,457
2,180	0,093	0,461
2,200	0,098	0,468
2,220	0,094	0,471
2,240	0,097	0,476
2,260	0,099	0,480
2,280	0,101	0,485
2,300	0,102	0,492
2,320	0,099	0,496
2,340	0,096	0,500
2,360	0,101	0,506
2,380	0,101	0,512
2,400	0,097	0,518
2,420	0,094	0,523
2,440	0,087	0,526
2,460	0,090	0,532
2,480	0,090	0,538
2,500	0,087	0,543
2,520	0,079	0,548
