Zeit (s) Messreihe #14	Spannung, Ch A (V) Messreihe #14	Spannung, Ch B (V) Messreihe #14
0,000	0,011	0,007
0,020	0,011	0,008
0,040	0,011	0,008
0,060	0,011	0,008
0,080	0,011	0,007
0,100	0,010	0,007
0,120	0,011	0,008
0,140	0,010	0,008
0,160	0,007	0,008
0,180	0,011	0,008
0,200	0,007	0,008
0,220	0,143	0,042
0,240	0,356	0,132
0,260	0,212	0,103
0,280	0,320	0,128
0,300	0,119	0,082
0,320	0,059	0,056
0,340	0,067	0,053
0,360	0,005	0,026
0,380	0,006	0,017
0,400	0,014	0,017
0,420	0,005	0,012
0,440	0,006	0,009
0,460	0,815	0,187
0,480	3,180	0,917
0,500	2,978	0,950
0,520	1,554	0,443
0,540	0,521	0,208
0,560	-0,015	0,090
0,580	0,290	0,160
0,600	0,019	0,127
0,620	0,163	0,146
0,640	0,847	0,374
0,660	0,570	0,281
0,680	0,235	0,182
0,700	0,068	0,163
0,720	-0,019	0,141
0,740	-0,007	0,130
0,760	0,021	0,137
0,780	0,022	0,143
0,800	0,019	0,147
0,820	0,026	0,155
0,840	0,022	0,160
0,860	0,019	0,164
0,880	0,020	0,167
0,900	0,022	0,172
0,920	0,021	0,177
0,940	0,022	0,182
0,960	0,022	0,186
0,980	0,024	0,191
1,000	0,024	0,196
1,020	0,025	0,202
1,040	0,027	0,209
1,060	0,024	0,213
1,080	0,023	0,217
1,100	0,027	0,224
1,120	0,025	0,229
1,140	0,026	0,234
1,160	0,027	0,240
1,180	0,023	0,244
1,200	0,028	0,250
1,220	0,026	0,255
1,240	0,027	0,260
1,260	0,030	0,267
1,280	0,028	0,273
1,300	0,024	0,276
1,320	0,028	0,281
1,340	0,031	0,287
1,360	0,031	0,294
1,380	0,031	0,299
1,400	0,031	0,305
1,420	0,031	0,310
1,440	0,034	0,315
1,460	0,036	0,322
1,480	0,035	0,327
1,500	0,048	0,333
1,520	0,167	0,338
1,540	0,038	0,343
1,560	0,040	0,348
1,580	0,041	0,354
1,600	0,042	0,359
1,620	0,044	0,365
1,640	0,044	0,370
1,660	0,043	0,373
1,680	0,048	0,380
1,700	0,049	0,385
1,720	0,046	0,388
1,740	0,051	0,393
1,760	0,058	0,400
1,780	0,059	0,406
1,800	0,055	0,410
1,820	0,061	0,416
1,840	0,066	0,423
1,860	0,064	0,427
1,880	0,068	0,432
1,900	0,072	0,438
1,920	0,076	0,444
1,940	0,076	0,449
1,960	0,079	0,454
1,980	0,082	0,459
2,000	0,085	0,466
2,020	0,084	0,470
2,040	0,088	0,476
2,060	0,086	0,480
2,080	0,090	0,486
2,100	0,085	0,490
2,120	0,090	0,496
2,140	0,089	0,503
2,160	0,088	0,509
2,180	0,086	0,515
2,200	0,082	0,520
2,220	0,080	0,525
2,240	0,081	0,531
2,260	0,079	0,537
2,280	0,076	0,542
2,300	0,075	0,547
2,320	0,073	0,552
2,340	0,074	0,558
2,360	0,072	0,564
2,380	0,071	0,570
2,400	0,068	0,575
2,420	0,068	0,580
2,440	0,068	0,586
2,460	0,067	0,590
2,480	0,066	0,596
2,500	0,065	0,601
2,520	0,065	0,606
2,540	0,065	0,611
