Zeit (s) Messreihe #6;Spannung, Ch A (V) Messreihe #6;Spannung, Ch B (V) Messreihe #6
0,000;0,010;0,008
0,020;0,010;0,008
0,040;0,010;0,008
0,060;0,010;0,007
0,080;0,010;0,008
0,100;0,011;0,008
0,120;0,010;0,008
0,140;0,010;0,007
0,160;0,011;0,008
0,180;0,010;0,007
0,200;0,010;0,007
0,220;0,010;0,008
0,240;0,010;0,008
0,260;0,010;0,008
0,280;0,010;0,008
0,300;0,010;0,008
0,320;0,010;0,007
0,340;0,010;0,007
0,360;0,010;0,007
0,380;0,010;0,007
0,400;0,010;0,008
0,420;0,010;0,008
0,440;0,010;0,007
0,460;0,011;0,008
0,480;0,010;0,008
0,500;0,010;0,008
0,520;0,015;0,010
0,540;0,040;0,022
0,560;0,027;0,029
0,580;0,002;0,013
0,600;0,003;0,009
0,620;0,009;0,009
0,640;0,007;0,007
0,660;0,009;0,008
0,680;0,010;0,008
0,700;0,010;0,008
0,720;0,229;0,080
0,740;0,357;0,129
0,760;-0,042;0,018
0,780;0,009;0,016
0,800;0,069;0,032
0,820;1,541;0,351
0,840;3,979;1,392
0,860;0,075;0,074
0,880;0,198;0,109
0,900;0,082;0,088
0,920;0,250;0,137
0,940;0,338;0,172
0,960;0,109;0,113
0,980;0,005;0,089
1,000;0,014;0,084
1,020;0,076;0,090
1,040;0,141;0,148
1,060;0,017;0,152
1,080;-0,018;0,127
1,100;0,033;0,137
1,120;0,015;0,139
1,140;0,004;0,147
1,160;0,024;0,153
1,180;0,029;0,162
1,200;0,025;0,169
1,220;0,024;0,175
1,240;0,022;0,179
1,260;0,023;0,184
1,280;0,026;0,190
1,300;0,025;0,195
1,320;0,025;0,201
1,340;0,024;0,206
1,360;0,023;0,211
1,380;0,023;0,216
1,400;0,027;0,222
1,420;0,021;0,225
1,440;0,015;0,225
1,460;0,021;0,219
1,480;0,078;0,246
1,500;0,013;0,245
1,520;0,009;0,241
1,540;0,058;0,259
1,560;0,014;0,256
1,580;0,037;0,269
1,600;0,027;0,273
1,620;0,028;0,278
1,640;0,030;0,279
1,660;-0,007;0,261
1,680;0,040;0,255
1,700;0,007;0,247
1,720;0,026;0,253
1,740;0,022;0,257
1,760;0,024;0,261
1,780;0,028;0,267
1,800;0,030;0,274
1,820;0,028;0,280
1,840;0,029;0,285
1,860;0,033;0,292
1,880;0,026;0,295
1,900;0,031;0,298
1,920;0,034;0,304
1,940;0,036;0,310
1,960;0,037;0,315
1,980;0,040;0,320
2,000;0,044;0,327
2,020;0,046;0,333
2,040;0,047;0,338
2,060;0,060;0,346
2,080;0,063;0,361
2,100;0,070;0,363
2,120;0,068;0,371
2,140;0,067;0,376
2,160;0,068;0,380
2,180;0,071;0,385
2,200;0,070;0,387
2,220;0,084;0,395
2,240;0,078;0,397
2,260;0,086;0,401
2,280;0,080;0,402
2,300;0,089;0,406
2,320;0,103;0,414
2,340;0,103;0,420
2,360;0,112;0,426
2,380;0,113;0,430
2,400;0,119;0,436
2,420;0,124;0,440
2,440;0,134;0,447
2,460;0,144;0,455
2,480;0,148;0,460
2,500;0,154;0,466
2,520;0,161;0,471
2,540;0,195;0,475
2,560;0,177;0,480
2,580;0,184;0,487
2,600;0,189;0,491
2,620;0,191;0,496
2,640;0,198;0,501
2,660;0,204;0,506
2,680;0,207;0,512
2,700;0,208;0,517
2,720;0,208;0,522
2,740;0,207;0,527
2,760;0,205;0,533
2,780;0,200;0,538
2,800;0,194;0,544
2,820;0,185;0,549
2,840;0,181;0,554
2,860;0,175;0,560
2,880;0,160;0,565
2,900;0,161;0,570
2,920;0,159;0,575
2,940;0,157;0,581
2,960;0,149;0,586
2,980;0,147;0,592
3,000;0,142;0,597
3,020;0,140;0,603
3,040;0,136;0,608
3,060;0,133;0,613
3,080;0,130;0,618
3,100;0,134;0,623
3,120;0,166;0,629
3,140;0,136;0,634
3,160;0,119;0,639
3,180;0,115;0,645
3,200;0,112;0,649
3,220;0,114;0,655
3,240;0,116;0,660
3,260;0,107;0,666
3,280;0,102;0,671
3,300;0,102;0,677
3,320;0,100;0,682
3,340;0,100;0,687
3,360;0,099;0,692
3,380;0,097;0,698
3,400;0,098;0,703
3,420;0,096;0,709
3,440;0,097;0,713
3,460;0,093;0,717
3,480;0,095;0,722
3,500;0,097;0,728
3,520;0,097;0,733
3,540;0,098;0,738
3,560;0,099;0,744
3,580;0,071;0,749
3,600;0,096;0,754
3,620;0,102;0,759
3,640;0,104;0,765
3,660;0,107;0,770
3,680;0,110;0,775
3,700;0,113;0,781
3,720;0,116;0,786
3,740;0,120;0,791
3,760;0,110;0,797
3,780;0,088;0,802
3,800;0,126;0,808
3,820;0,137;0,813
3,840;0,142;0,819
3,860;0,147;0,823
3,880;0,153;0,829
3,900;0,158;0,834
3,920;0,182;0,839
3,940;0,190;0,845
3,960;0,182;0,850
3,980;0,189;0,856
4,000;0,195;0,861
4,020;0,204;0,866
4,040;0,210;0,871
4,060;0,221;0,877
4,080;0,231;0,882
4,100;0,241;0,888
4,120;0,251;0,893
4,140;0,262;0,898
4,160;0,273;0,903
4,180;0,284;0,909
4,200;0,295;0,914
4,220;0,309;0,920
4,240;0,322;0,925
4,260;0,334;0,930
4,280;0,347;0,935
4,300;0,361;0,941
4,320;0,375;0,946
4,340;0,388;0,951
4,360;0,402;0,956
4,380;0,415;0,961
4,400;0,428;0,967
4,420;0,439;0,972
4,440;0,448;0,978
4,460;0,456;0,983
4,480;0,460;0,989
4,500;0,461;0,994
4,520;0,459;0,999
4,540;0,454;1,004
4,560;0,445;1,010
4,580;0,433;1,015
4,600;0,420;1,020
4,620;0,401;1,025
4,640;0,385;1,031
4,660;0,372;1,036
4,680;0,356;1,042
4,700;0,341;1,047
4,720;0,328;1,052
4,740;0,316;1,057
4,760;0,301;1,061
4,780;0,291;1,068
4,800;0,280;1,073
4,820;0,268;1,078
4,840;0,258;1,083
4,860;0,247;1,089
4,880;0,236;1,095
4,900;0,226;1,099
4,920;0,219;1,105
4,940;0,209;1,111
4,960;0,199;1,116
4,980;0,181;1,122
5,000;0,184;1,127
5,020;0,178;1,132
5,040;0,172;1,137
5,060;0,167;1,143
5,080;0,162;1,148
5,100;0,158;1,154
5,120;0,154;1,159
5,140;0,151;1,164
5,160;0,148;1,170
5,180;0,145;1,174
5,200;0,142;1,180
5,220;0,140;1,185
5,240;0,140;1,190
5,260;0,141;1,195
5,280;0,140;1,201
5,300;0,141;1,206
5,320;0,167;1,212
5,340;0,150;1,217
5,360;0,147;1,222
5,380;0,148;1,228
5,400;0,152;1,233
5,420;0,156;1,239
5,440;0,160;1,244
5,460;0,162;1,249
5,480;0,174;1,254
5,500;0,287;1,259
5,520;0,338;1,265
5,540;0,317;1,270
5,560;0,402;1,275
5,580;0,237;1,280
5,600;0,210;1,286
5,620;0,222;1,292
5,640;0,232;1,297
5,660;0,230;1,302
5,680;0,235;1,307
5,700;0,259;1,312
5,720;0,272;1,317
5,740;0,283;1,322
5,760;0,297;1,327
5,780;0,310;1,333
5,800;0,327;1,338
5,820;0,339;1,343
5,840;0,354;1,349
5,860;0,369;1,354
5,880;0,386;1,359
5,900;0,403;1,365
5,920;0,420;1,370
5,940;0,439;1,375
5,960;0,457;1,381
5,980;0,477;1,386
6,000;0,496;1,391
6,020;0,517;1,397
6,040;0,537;1,402
6,060;0,558;1,408
6,080;0,579;1,413
6,100;0,601;1,418
6,120;0,622;1,424
6,140;0,644;1,429
6,160;0,665;1,434
6,180;0,685;1,440
6,200;0,704;1,445
6,220;0,721;1,450
6,240;0,735;1,455
6,260;0,735;1,461
6,280;0,751;1,466
6,300;0,755;1,471
6,320;0,751;1,477
6,340;0,743;1,482
6,360;0,734;1,487
6,380;0,723;1,493
6,400;0,693;1,498
6,420;0,668;1,503
6,440;0,643;1,509
6,460;0,616;1,514
6,480;0,590;1,520
6,500;0,565;1,525
6,520;0,540;1,530
6,540;0,517;1,536
6,560;0,493;1,541
6,580;0,471;1,546
6,600;0,448;1,552
6,620;0,426;1,557
6,640;0,404;1,562
6,660;0,384;1,567
6,680;0,363;1,572
6,700;0,344;1,577
6,720;0,307;1,582
6,740;0,307;1,588
6,760;0,293;1,593
6,780;0,278;1,598
6,800;0,266;1,604
6,820;0,253;1,609
6,840;0,242;1,614
6,860;0,232;1,620
6,880;0,223;1,625
6,900;0,215;1,631
6,920;0,207;1,635
6,940;0,201;1,641
6,960;0,196;1,646
6,980;0,193;1,651
7,000;0,188;1,656
7,020;0,185;1,662
7,040;0,183;1,668
7,060;0,192;1,673
7,080;0,185;1,678
7,100;0,182;1,684
7,120;0,183;1,689
7,140;0,184;1,693
7,160;0,187;1,699
7,180;0,191;1,705
7,200;0,195;1,710
7,220;0,200;1,715
7,240;0,205;1,720
7,260;0,212;1,726
7,280;0,219;1,731
7,300;0,227;1,737
7,320;0,235;1,742
7,340;0,244;1,747
7,360;0,254;1,753
7,380;0,264;1,758
7,400;0,275;1,764
7,420;0,281;1,769
7,440;0,299;1,774
7,460;0,314;1,780
7,480;0,329;1,785
7,500;0,343;1,790
7,520;0,359;1,796
7,540;0,375;1,801
7,560;0,391;1,806
7,580;0,410;1,811
7,600;0,429;1,817
7,620;0,448;1,822
7,640;0,468;1,827
7,660;0,488;1,832
7,680;0,510;1,838
7,700;0,532;1,843
7,720;0,555;1,849
7,740;0,577;1,854
7,760;0,604;1,860
7,780;0,627;1,865
7,800;0,652;1,870
7,820;0,677;1,874
7,840;0,704;1,880
7,860;0,732;1,885
7,880;0,758;1,890
7,900;0,786;1,895
7,920;0,813;1,901
