Zeit (s) Messreihe #13	Spannung, Ch A (V) Messreihe #13	Spannung, Ch B (V) Messreihe #13
0,000	0,011	0,007
0,020	0,012	0,008
0,040	0,010	0,007
0,060	0,008	0,007
0,080	0,011	0,008
0,100	0,010	0,008
0,120	0,010	0,008
0,140	0,131	0,040
0,160	0,160	0,095
0,180	0,059	0,056
0,200	0,128	0,094
0,220	-0,031	0,016
0,240	0,040	0,030
0,260	0,051	0,039
0,280	0,043	0,046
0,300	0,047	0,039
0,320	0,079	0,053
0,340	-0,009	0,026
0,360	0,007	0,016
0,380	0,026	0,026
0,400	0,116	0,051
0,420	-0,009	0,025
0,440	0,023	0,016
0,460	0,013	0,025
0,480	-0,004	0,011
0,500	0,005	0,008
0,520	0,009	0,008
0,540	0,012	0,008
0,560	0,010	0,007
0,580	0,016	0,009
0,600	0,018	0,017
0,620	0,005	0,007
0,640	0,009	0,007
0,660	0,006	0,008
0,680	0,009	0,007
0,700	0,066	0,022
0,720	4,438	1,311
0,740	1,534	0,407
0,760	0,168	0,195
0,780	0,078	0,240
0,800	0,108	0,101
0,820	-0,019	0,033
0,840	0,101	0,062
0,860	0,752	0,279
0,880	0,685	0,262
0,900	0,509	0,322
0,920	0,109	0,232
0,940	0,066	0,179
0,960	0,222	0,239
0,980	-0,081	0,172
1,000	0,004	0,092
1,020	0,021	0,110
1,040	0,005	0,107
1,060	3,497E-4	0,100
1,080	0,017	0,104
1,100	0,021	0,109
1,120	0,023	0,115
1,140	0,022	0,120
1,160	0,021	0,125
1,180	0,023	0,131
1,200	0,024	0,136
1,220	0,023	0,141
1,240	0,021	0,147
1,260	0,024	0,152
1,280	0,023	0,157
1,300	0,023	0,163
1,320	0,024	0,168
1,340	0,025	0,173
1,360	0,024	0,179
1,380	0,024	0,185
1,400	0,025	0,190
1,420	0,026	0,196
1,440	0,025	0,202
1,460	0,026	0,207
1,480	0,028	0,213
1,500	0,027	0,220
1,520	0,028	0,226
1,540	0,031	0,234
1,560	0,031	0,241
1,580	0,031	0,249
1,600	0,032	0,256
1,620	0,030	0,261
1,640	0,033	0,268
1,660	0,029	0,273
1,680	0,034	0,280
1,700	0,033	0,285
1,720	0,038	0,292
1,740	0,034	0,297
1,760	0,036	0,302
1,780	0,038	0,308
1,800	0,034	0,311
1,820	0,036	0,315
1,840	0,039	0,320
1,860	0,041	0,326
1,880	0,042	0,331
1,900	0,041	0,336
1,920	0,046	0,341
1,940	0,045	0,347
1,960	0,046	0,352
1,980	0,049	0,357
2,000	0,053	0,363
2,020	0,050	0,367
2,040	0,054	0,373
2,060	0,059	0,378
2,080	0,058	0,383
2,100	0,059	0,389
2,120	0,061	0,393
2,140	0,065	0,398
