Zeit (s) Messreihe #8;Spannung, Ch A (V) Messreihe #8;Spannung, Ch B (V) Messreihe #8
0,000;0,011;0,008
0,020;0,011;0,008
0,040;0,011;0,008
0,060;0,010;0,007
0,080;0,011;0,007
0,100;0,009;0,008
0,120;0,009;0,007
0,140;0,010;0,008
0,160;0,010;0,008
0,180;0,066;0,023
0,200;0,152;0,081
0,220;0,213;0,100
0,240;0,160;0,089
0,260;0,375;0,100
0,280;0,327;0,061
0,300;0,348;0,068
0,320;0,009;0,043
0,340;0,034;0,034
0,360;0,026;0,034
0,380;0,126;0,059
0,400;0,069;0,054
0,420;-0,005;0,021
0,440;0,040;0,025
0,460;0,037;0,044
0,480;0,434;0,128
0,500;2,654;0,776
0,520;4,714;2,091
0,540;1,577;0,481
0,560;0,802;0,316
0,580;0,265;0,209
0,600;0,165;0,155
0,620;0,118;0,153
0,640;0,124;0,144
0,660;-0,034;0,063
0,680;0,028;0,071
0,700;0,127;0,117
0,720;0,070;0,127
0,740;0,111;0,139
0,760;0,064;0,175
0,780;-0,004;0,161
0,800;-0,018;0,140
0,820;0,059;0,128
0,840;0,100;0,150
0,860;0,119;0,195
0,880;0,023;0,203
0,900;0,037;0,211
0,920;-0,012;0,198
0,940;0,029;0,202
0,960;0,022;0,208
0,980;0,011;0,204
1,000;0,013;0,203
1,020;0,013;0,203
1,040;0,021;0,205
1,060;0,022;0,209
1,080;0,024;0,213
1,100;0,029;0,221
1,120;0,044;0,233
1,140;0,034;0,243
1,160;0,021;0,242
1,180;0,015;0,239
1,200;0,023;0,242
1,220;0,023;0,244
1,240;0,023;0,247
1,260;0,028;0,252
1,280;0,025;0,255
1,300;0,026;0,259
1,320;0,029;0,263
1,340;0,033;0,269
1,360;0,032;0,274
1,380;0,032;0,281
1,400;0,034;0,286
1,420;0,034;0,290
1,440;0,038;0,297
1,460;0,036;0,303
1,480;0,037;0,307
1,500;0,044;0,313
1,520;0,046;0,320
1,540;0,036;0,323
1,560;0,035;0,325
1,580;0,044;0,331
1,600;0,043;0,336
1,620;0,048;0,342
1,640;0,055;0,351
1,660;0,055;0,358
1,680;0,052;0,362
1,700;0,060;0,368
1,720;0,057;0,374
1,740;0,062;0,380
1,760;0,063;0,385
1,780;0,065;0,389
1,800;0,066;0,396
1,820;0,055;0,394
1,840;0,060;0,395
1,860;0,053;0,398
1,880;0,084;0,407
1,900;0,080;0,416
1,920;0,077;0,418
1,940;0,078;0,421
1,960;0,089;0,427
1,980;0,087;0,431
2,000;0,103;0,440
2,020;0,113;0,450
2,040;0,119;0,460
2,060;0,113;0,464
2,080;0,102;0,468
2,100;0,118;0,474
2,120;0,121;0,479
2,140;0,122;0,483
2,160;0,125;0,488
2,180;0,123;0,494
2,200;0,147;0,500
2,220;0,134;0,504
2,240;0,126;0,511
2,260;0,121;0,515
2,280;0,120;0,521
2,300;0,118;0,526
2,320;0,118;0,533
2,340;0,114;0,541
2,360;0,109;0,546
2,380;0,106;0,551
2,400;0,107;0,558
2,420;0,099;0,563
2,440;0,098;0,568
2,460;0,100;0,575
2,480;0,095;0,580
2,500;0,093;0,585
2,520;0,094;0,591
2,540;0,082;0,595
2,560;0,063;0,601
