Zeit (s) Messreihe #7;Spannung, Ch A (V) Messreihe #7;Spannung, Ch B (V) Messreihe #7
0,000;0,011;0,008
0,020;0,011;0,008
0,040;0,011;0,008
0,060;0,011;0,007
0,080;0,011;0,007
0,100;0,010;0,007
0,120;0,011;0,008
0,140;0,011;0,007
0,160;0,011;0,008
0,180;0,011;0,007
0,200;0,011;0,008
0,220;0,011;0,008
0,240;0,011;0,008
0,260;0,017;0,009
0,280;0,139;0,058
0,300;0,117;0,077
0,320;0,113;0,063
0,340;0,060;0,048
0,360;0,033;0,045
0,380;0,018;0,030
0,400;-0,008;0,015
0,420;0,002;0,009
0,440;0,008;0,008
0,460;0,009;0,008
0,480;0,010;0,008
0,500;0,008;0,007
0,520;0,010;0,008
0,540;0,009;0,007
0,560;0,010;0,008
0,580;0,010;0,008
0,600;0,009;0,007
0,620;0,010;0,008
0,640;0,100;0,028
0,660;0,551;0,157
0,680;4,443;1,264
0,700;1,431;0,482
0,720;0,086;0,123
0,740;0,034;0,071
0,760;-0,016;0,026
0,780;0,107;0,074
0,800;0,041;0,092
0,820;0,181;0,112
0,840;0,160;0,136
0,860;0,251;0,146
0,880;0,322;0,214
0,900;0,229;0,216
0,920;0,055;0,161
0,940;0,164;0,179
0,960;-0,048;0,134
0,980;0,009;0,100
1,000;0,028;0,099
1,020;0,058;0,123
1,040;-0,011;0,105
1,060;0,017;0,108
1,080;0,020;0,113
1,100;0,022;0,120
1,120;0,022;0,125
1,140;0,023;0,130
1,160;0,023;0,135
1,180;0,023;0,141
1,200;0,047;0,154
1,220;0,008;0,152
1,240;0,022;0,157
1,260;0,023;0,162
1,280;0,024;0,167
1,300;0,024;0,173
1,320;0,025;0,179
1,340;0,025;0,184
1,360;0,027;0,189
1,380;0,025;0,195
1,400;0,025;0,200
1,420;0,025;0,205
1,440;0,026;0,211
1,460;0,026;0,216
1,480;0,026;0,222
1,500;0,026;0,227
1,520;0,027;0,233
1,540;0,027;0,238
1,560;0,028;0,243
1,580;0,028;0,249
1,600;0,029;0,254
1,620;0,029;0,259
1,640;0,030;0,265
1,660;0,031;0,270
1,680;0,029;0,276
1,700;0,031;0,280
1,720;0,033;0,286
1,740;0,034;0,292
1,760;0,034;0,297
1,780;0,036;0,303
1,800;0,037;0,308
1,820;0,038;0,313
1,840;0,039;0,318
1,860;0,040;0,323
1,880;0,042;0,329
1,900;0,043;0,334
1,920;0,045;0,340
1,940;0,046;0,345
1,960;0,048;0,350
1,980;0,050;0,356
2,000;0,052;0,361
2,020;0,053;0,366
2,040;0,056;0,371
2,060;0,059;0,377
2,080;0,062;0,382
2,100;0,063;0,388
2,120;0,065;0,393
2,140;0,068;0,398
2,160;0,071;0,404
2,180;0,074;0,409
2,200;0,076;0,414
2,220;0,082;0,419
2,240;0,083;0,425
2,260;0,087;0,431
2,280;0,090;0,436
2,300;0,094;0,441
2,320;0,098;0,446
2,340;0,102;0,452
2,360;0,106;0,457
2,380;0,110;0,463
2,400;0,125;0,468
2,420;0,108;0,473
2,440;0,119;0,479
2,460;0,123;0,484
2,480;0,126;0,490
2,500;0,128;0,495
2,520;0,128;0,500
2,540;0,127;0,505
2,560;0,127;0,511
