Zeit (s) Messreihe #10;Spannung, Ch A (V) Messreihe #10;Spannung, Ch B (V) Messreihe #10
0,000;0,010;0,007
0,020;0,011;0,008
0,040;0,010;0,008
0,060;0,010;0,007
0,080;0,011;0,008
0,100;0,011;0,008
0,120;0,014;0,008
0,140;0,010;0,007
0,160;0,011;0,008
0,180;0,011;0,008
0,200;0,010;0,008
0,220;0,010;0,007
0,240;0,016;0,009
0,260;0,016;0,011
0,280;0,010;0,010
0,300;0,182;0,065
0,320;-0,002;0,020
0,340;0,138;0,049
0,360;0,106;0,063
0,380;0,046;0,040
0,400;0,020;0,028
0,420;0,005;0,019
0,440;0,012;0,019
0,460;0,015;0,016
0,480;0,005;0,010
0,500;0,007;0,008
0,520;0,035;0,017
0,540;0,018;0,026
0,560;1,896;0,535
0,580;1,803;0,632
0,600;-0,052;0,096
0,620;-0,018;0,083
0,640;-5,817E-4;0,060
0,660;0,323;0,127
0,680;0,870;0,276
0,700;1,143;0,363
0,720;0,939;0,361
0,740;0,696;0,268
0,760;0,586;0,249
0,780;0,039;0,092
0,800;0,277;0,154
0,820;0,021;0,136
0,840;0,053;0,105
0,860;0,044;0,128
0,880;0,015;0,131
0,900;0,205;0,195
0,920;-0,004;0,207
0,940;-0,007;0,184
0,960;0,118;0,217
0,980;0,088;0,268
1,000;0,021;0,258
1,020;0,009;0,252
1,040;0,014;0,243
1,060;0,027;0,247
1,080;0,023;0,249
1,100;-0,008;0,233
1,120;-0,051;0,185
1,140;-0,017;0,167
1,160;0,013;0,168
1,180;0,021;0,173
1,200;0,024;0,178
1,220;0,024;0,183
1,240;0,025;0,189
1,260;0,026;0,194
1,280;0,027;0,200
1,300;0,027;0,205
1,320;0,027;0,210
1,340;0,028;0,216
1,360;0,029;0,221
1,380;0,030;0,227
1,400;0,030;0,232
1,420;0,033;0,237
1,440;0,032;0,242
1,460;0,033;0,248
1,480;0,034;0,253
1,500;0,035;0,259
1,520;0,036;0,264
1,540;0,036;0,269
1,560;0,038;0,275
