Zeit (s) Messreihe #11;Spannung, Ch A (V) Messreihe #11;Spannung, Ch B (V) Messreihe #11
0,000;0,011;0,008
0,020;0,010;0,007
0,040;0,010;0,008
0,060;0,010;0,008
0,080;0,011;0,008
0,100;0,010;0,007
0,120;0,010;0,007
0,140;0,010;0,008
0,160;0,010;0,008
0,180;0,010;0,007
0,200;0,011;0,008
0,220;0,010;0,008
0,240;0,010;0,008
0,260;0,010;0,008
0,280;0,011;0,008
0,300;0,009;0,008
0,320;0,010;0,007
0,340;0,010;0,007
0,360;0,219;0,058
0,380;-0,005;0,023
0,400;0,010;0,023
0,420;-0,007;0,009
0,440;0,008;0,008
0,460;0,012;0,008
0,480;0,010;0,008
0,500;0,010;0,007
0,520;0,011;0,008
0,540;0,011;0,008
0,560;0,079;0,029
0,580;-0,013;0,015
0,600;2,588;0,746
0,620;2,597;0,744
0,640;0,311;0,156
0,660;-0,012;0,034
0,680;-0,004;0,026
0,700;0,012;0,032
0,720;0,262;0,106
0,740;0,114;0,093
0,760;-0,005;0,067
0,780;9,869E-4;0,055
0,800;0,017;0,059
0,820;0,020;0,064
0,840;0,021;0,070
0,860;0,022;0,075
0,880;0,028;0,084
0,900;0,019;0,087
0,920;0,022;0,092
0,940;0,023;0,097
0,960;0,023;0,102
0,980;0,023;0,108
1,000;0,023;0,113
1,020;0,024;0,119
1,040;0,023;0,124
1,060;0,022;0,130
1,080;0,023;0,135
1,100;0,024;0,141
1,120;0,024;0,146
1,140;0,024;0,151
1,160;0,025;0,157
1,180;0,023;0,162
1,200;0,024;0,168
1,220;0,024;0,173
1,240;0,025;0,179
1,260;0,025;0,184
1,280;0,025;0,190
1,300;0,025;0,195
1,320;0,025;0,201
1,340;0,026;0,207
1,360;0,025;0,212
1,380;0,026;0,217
1,400;0,026;0,223
1,420;0,026;0,228
1,440;0,026;0,233
1,460;0,026;0,238
1,480;0,026;0,243
1,500;0,027;0,249
1,520;0,028;0,255
1,540;0,028;0,260
1,560;0,028;0,265
1,580;0,031;0,271
1,600;0,030;0,276
1,620;0,030;0,281
1,640;0,032;0,287
1,660;0,033;0,292
1,680;0,033;0,297
1,700;0,035;0,303
1,720;0,035;0,308
1,740;0,037;0,314
1,760;0,037;0,318
1,780;0,038;0,324
1,800;0,039;0,329
1,820;0,041;0,335
1,840;0,042;0,340
1,860;0,044;0,346
1,880;0,044;0,350
1,900;0,046;0,356
1,920;0,048;0,362
1,940;0,049;0,366
1,960;0,051;0,372
1,980;0,053;0,377
2,000;0,055;0,383
2,020;0,057;0,388
2,040;0,060;0,394
2,060;0,062;0,399
2,080;0,064;0,404
2,100;0,067;0,410
2,120;0,069;0,415
2,140;0,072;0,420
2,160;0,075;0,426
2,180;0,078;0,431
2,200;0,081;0,436
2,220;0,084;0,442
2,240;0,086;0,447
2,260;0,091;0,453
2,280;0,094;0,458
2,300;0,096;0,463
2,320;0,098;0,468
2,340;0,101;0,474
2,360;0,102;0,479
2,380;0,103;0,485
2,400;0,103;0,490
2,420;0,104;0,495
2,440;0,102;0,500
2,460;0,100;0,505
2,480;0,100;0,511
2,500;-0,019;0,516
2,520;0,684;0,522
2,540;0,935;0,527
2,560;0,717;0,533
2,580;0,152;0,538
2,600;0,407;0,543
2,620;0,163;0,548
2,640;0,096;0,553
2,660;0,089;0,560
2,680;0,074;0,564
2,700;0,072;0,570
2,720;0,079;0,575
2,740;0,081;0,581
2,760;0,082;0,586
2,780;0,077;0,591
2,800;0,076;0,597
2,820;0,076;0,602
2,840;0,074;0,607
2,860;0,074;0,613
2,880;0,073;0,618
2,900;0,073;0,623
2,920;0,073;0,628
2,940;0,072;0,633
2,960;0,072;0,638
2,980;0,072;0,643
3,000;0,072;0,649
3,020;0,072;0,654
3,040;0,073;0,660
3,060;0,073;0,665
3,080;0,073;0,670
3,100;0,074;0,676
3,120;0,074;0,681
3,140;0,075;0,686
3,160;0,076;0,692
3,180;0,078;0,697
3,200;0,080;0,703
3,220;0,080;0,708
3,240;0,082;0,713
3,260;0,085;0,719
3,280;0,087;0,724
3,300;0,089;0,729
3,320;0,091;0,734
3,340;0,094;0,740
3,360;0,097;0,745
3,380;0,100;0,750
3,400;0,104;0,756
3,420;0,106;0,761
3,440;0,111;0,767
3,460;0,115;0,772
3,480;0,119;0,777
3,500;0,124;0,783
3,520;0,129;0,788
3,540;0,134;0,793
3,560;0,140;0,799
3,580;0,146;0,804
3,600;0,152;0,809
3,620;0,159;0,815
3,640;0,166;0,820
3,660;0,172;0,825
3,680;0,180;0,831
3,700;0,188;0,836
3,720;0,196;0,842
3,740;0,204;0,847
3,760;0,214;0,852
3,780;0,223;0,858
3,800;0,233;0,863
3,820;0,242;0,868
3,840;0,253;0,874
3,860;0,263;0,879
3,880;0,274;0,885
3,900;0,286;0,890
3,920;0,297;0,895
3,940;0,310;0,900
3,960;0,321;0,906
3,980;0,333;0,911
4,000;0,345;0,916
4,020;0,357;0,922
4,040;0,367;0,927
4,060;0,378;0,932
4,080;0,387;0,938
4,100;0,394;0,943
4,120;0,400;0,948
4,140;0,404;0,954
4,160;0,406;0,959
4,180;0,405;0,965
4,200;0,402;0,969
4,220;0,397;0,975
4,240;0,390;0,980
4,260;0,381;0,985
4,280;0,373;0,991
4,300;0,365;0,996
4,320;0,352;1,002
4,340;0,340;1,007
4,360;0,329;1,012
4,380;0,319;1,018
4,400;0,308;1,023
4,420;0,297;1,028
4,440;0,286;1,033
4,460;0,276;1,039
4,480;0,267;1,045
4,500;0,256;1,049
4,520;0,248;1,055
4,540;0,239;1,060
4,560;0,231;1,066
4,580;0,224;1,071
4,600;0,216;1,077
4,620;0,210;1,082
4,640;0,204;1,087
4,660;0,199;1,093
4,680;0,193;1,098
4,700;0,188;1,103
4,720;0,183;1,108
4,740;0,179;1,114
4,760;0,176;1,119
4,780;0,174;1,125
4,800;0,171;1,130
4,820;0,168;1,135
4,840;0,165;1,141
4,860;0,165;1,146
4,880;0,165;1,152
4,900;0,165;1,157
4,920;0,165;1,161
4,940;0,166;1,167
4,960;0,168;1,173
4,980;0,170;1,178
5,000;0,173;1,184
5,020;0,175;1,189
5,040;0,179;1,194
5,060;0,183;1,199
5,080;0,188;1,205
5,100;0,192;1,210
5,120;0,200;1,216
5,140;0,205;1,221
5,160;0,211;1,226
5,180;0,218;1,232
5,200;0,226;1,237
5,220;0,235;1,242
5,240;0,243;1,247
5,260;0,253;1,253
5,280;0,263;1,258
5,300;0,275;1,263
