Zeit (s) Messreihe #12;Spannung, Ch A (V) Messreihe #12;Spannung, Ch B (V) Messreihe #12
0,000;0,011;0,007
0,020;0,011;0,008
0,040;0,010;0,007
0,060;0,011;0,007
0,080;0,011;0,008
0,100;0,011;0,008
0,120;0,010;0,008
0,140;0,010;0,007
0,160;0,011;0,007
0,180;0,012;0,008
0,200;0,023;0,012
0,220;0,018;0,017
0,240;0,005;0,011
0,260;0,027;0,021
0,280;-0,006;0,007
0,300;0,008;0,007
0,320;0,010;0,008
0,340;0,010;0,008
0,360;0,010;0,008
0,380;0,011;0,008
0,400;0,010;0,008
0,420;0,011;0,009
0,440;0,093;0,039
0,460;-0,005;0,022
0,480;0,002;0,008
0,500;3,460;0,992
0,520;3,095;0,831
0,540;0,603;0,193
0,560;0,149;0,189
0,580;-0,026;0,137
0,600;0,021;0,143
0,620;6,573E-4;0,149
0,640;0,451;0,196
0,660;1,670;0,514
0,680;1,103;0,405
0,700;0,162;0,240
0,720;0,295;0,250
0,740;0,241;0,290
0,760;-0,053;0,232
0,780;0,178;0,172
0,800;0,026;0,204
0,820;0,115;0,235
0,840;-0,005;0,244
0,860;-0,017;0,217
0,880;0,010;0,216
0,900;0,008;0,214
0,920;-0,002;0,205
0,940;0,016;0,206
0,960;0,013;0,206
0,980;0,020;0,209
1,000;0,024;0,214
1,020;0,027;0,220
1,040;0,035;0,232
1,060;0,027;0,238
1,080;0,026;0,243
1,100;0,029;0,250
1,120;0,030;0,256
1,140;0,026;0,263
1,160;0,025;0,266
1,180;0,027;0,272
1,200;0,029;0,276
1,220;0,030;0,282
1,240;0,029;0,288
1,260;0,028;0,292
1,280;0,032;0,299
1,300;0,034;0,305
1,320;0,032;0,310
1,340;0,032;0,314
1,360;0,036;0,320
1,380;0,034;0,326
1,400;0,036;0,330
1,420;0,034;0,334
1,440;0,036;0,339
1,460;0,040;0,345
1,480;0,038;0,350
1,500;0,042;0,355
1,520;0,043;0,361
1,540;0,046;0,367
1,560;0,041;0,370
1,580;0,051;0,377
1,600;0,049;0,382
1,620;0,053;0,388
1,640;0,053;0,394
1,660;0,050;0,398
1,680;0,049;0,399
1,700;0,006;0,386
1,720;0,010;0,362
1,740;0,042;0,368
1,760;0,072;0,383
1,780;0,047;0,387
1,800;0,026;0,385
1,820;0,111;0,403
1,840;0,079;0,422
1,860;0,077;0,431
1,880;0,102;0,450
1,900;0,082;0,454
1,920;0,083;0,459
1,940;0,079;0,461
1,960;0,086;0,466
1,980;0,088;0,470
2,000;0,088;0,475
2,020;0,084;0,478
2,040;0,096;0,483
2,060;0,094;0,491
2,080;0,081;0,490
2,100;0,090;0,496
2,120;0,086;0,501
2,140;0,090;0,506
2,160;0,086;0,511
2,180;0,073;0,512
2,200;0,072;0,505
2,220;0,077;0,507
2,240;0,078;0,508
2,260;0,085;0,512
2,280;0,082;0,517
2,300;0,076;0,519
2,320;0,075;0,519
2,340;0,082;0,525
2,360;0,078;0,529
2,380;0,074;0,530
2,400;0,078;0,536
2,420;0,084;0,544
2,440;0,077;0,550
2,460;0,074;0,555
2,480;0,074;0,561
2,500;0,075;0,567
2,520;0,090;0,585
