Zeit (s) Messreihe #9;Spannung, Ch A (V) Messreihe #9;Spannung, Ch B (V) Messreihe #9
0,000;0,011;0,007
0,020;0,011;0,007
0,040;0,011;0,007
0,060;0,011;0,007
0,080;0,011;0,008
0,100;0,011;0,007
0,120;0,011;0,007
0,140;0,011;0,007
0,160;0,177;0,062
0,180;0,174;0,086
0,200;-0,017;0,020
0,220;-0,004;0,008
0,240;0,008;0,008
0,260;0,059;0,024
0,280;0,043;0,037
0,300;-0,013;0,007
0,320;0,008;0,008
0,340;0,010;0,008
0,360;0,011;0,007
0,380;0,011;0,007
0,400;0,014;0,008
0,420;0,012;0,010
0,440;0,020;0,011
0,460;0,006;0,011
0,480;0,006;0,008
0,500;0,010;0,007
0,520;0,011;0,008
0,540;0,011;0,008
0,560;0,010;0,007
0,580;0,011;0,007
0,600;0,011;0,007
0,620;0,023;0,010
0,640;0,021;0,017
0,660;3,738;1,098
0,680;0,147;0,101
0,700;-0,027;0,016
0,720;0,014;0,022
0,740;0,232;0,086
0,760;0,334;0,141
0,780;0,361;0,156
0,800;0,239;0,124
0,820;0,537;0,209
0,840;0,473;0,206
0,860;-0,053;0,066
0,880;0,014;0,070
0,900;0,100;0,105
0,920;-0,010;0,077
0,940;0,090;0,107
0,960;-0,001;0,088
0,980;0,040;0,102
1,000;0,065;0,116
1,020;0,142;0,161
1,040;0,018;0,140
1,060;-0,024;0,115
1,080;0,005;0,121
1,100;0,021;0,126
1,120;0,032;0,135
1,140;0,026;0,144
1,160;0,016;0,142
1,180;0,022;0,147
1,200;0,025;0,153
1,220;0,031;0,161
1,240;0,019;0,163
1,260;0,025;0,169
1,280;0,026;0,174
1,300;0,026;0,179
1,320;0,028;0,185
1,340;0,027;0,190
1,360;0,028;0,195
1,380;0,028;0,201
1,400;0,030;0,206
1,420;0,035;0,211
1,440;0,042;0,221
1,460;0,027;0,226
1,480;0,035;0,232
1,500;0,026;0,235
1,520;0,032;0,239
1,540;0,034;0,244
1,560;0,036;0,249
1,580;0,036;0,255
1,600;0,038;0,260
1,620;0,039;0,265
1,640;0,040;0,270
1,660;0,040;0,276
1,680;0,043;0,282
1,700;0,053;0,290
1,720;0,074;0,308
1,740;0,052;0,312
1,760;0,033;0,309
1,780;0,049;0,312
1,800;0,057;0,318
1,820;0,061;0,326
1,840;0,062;0,332
1,860;0,055;0,333
1,880;0,056;0,336
1,900;0,063;0,340
1,920;0,067;0,345
1,940;0,070;0,351
1,960;0,073;0,356
1,980;0,077;0,361
2,000;0,081;0,367
2,020;0,084;0,372
2,040;0,088;0,377
2,060;0,093;0,383
2,080;0,097;0,388
2,100;0,101;0,394
2,120;0,101;0,399
2,140;0,111;0,404
2,160;0,116;0,410
2,180;0,120;0,415
2,200;0,127;0,421
2,220;0,129;0,427
2,240;0,138;0,434
2,260;0,145;0,444
2,280;0,146;0,453
2,300;0,139;0,459
2,320;0,138;0,465
2,340;0,139;0,473
2,360;0,124;0,475
2,380;0,113;0,471
2,400;0,130;0,476
2,420;0,132;0,482
2,440;0,132;0,488
2,460;0,154;0,497
2,480;0,127;0,500
2,500;0,120;0,503
2,520;0,119;0,508
2,540;0,116;0,513
2,560;0,115;0,518
2,580;0,114;0,522
2,600;0,112;0,528
2,620;0,110;0,533
2,640;0,109;0,538
2,660;0,106;0,544
2,680;0,104;0,549
2,700;0,103;0,554
2,720;0,101;0,560
2,740;0,099;0,565
2,760;0,098;0,571
2,780;0,097;0,576
2,800;0,094;0,581
2,820;0,090;0,587
2,840;0,093;0,592
2,860;0,093;0,597
2,880;0,092;0,603
2,900;0,091;0,608
2,920;0,090;0,613
2,940;0,091;0,619
2,960;0,090;0,623
2,980;0,090;0,628
3,000;0,091;0,634
3,020;0,091;0,639
3,040;0,092;0,644
3,060;0,092;0,650
3,080;0,093;0,655
3,100;0,095;0,661
3,120;0,096;0,666
3,140;0,099;0,672
3,160;0,079;0,676
3,180;0,098;0,682
3,200;0,103;0,687
3,220;0,107;0,692
3,240;0,112;0,699
3,260;0,114;0,703
3,280;0,119;0,709
3,300;0,123;0,714
3,320;0,128;0,719
3,340;0,133;0,725
3,360;0,139;0,730
3,380;0,146;0,736
3,400;0,151;0,741
3,420;0,158;0,746
3,440;0,166;0,752
3,460;0,174;0,758
3,480;0,181;0,762
3,500;0,213;0,768
3,520;0,228;0,773
3,540;0,216;0,778
3,560;0,225;0,784
3,580;0,235;0,789
3,600;0,247;0,794
3,620;0,259;0,800
3,640;0,271;0,805
3,660;0,285;0,811
3,680;0,299;0,816
3,700;0,313;0,821
3,720;0,328;0,826
3,740;0,344;0,832
3,760;0,360;0,837
3,780;0,376;0,843
3,800;0,394;0,848
3,820;0,411;0,854
3,840;0,428;0,858
3,860;0,408;0,864
3,880;0,455;0,870
3,900;0,476;0,875
3,920;0,493;0,880
3,940;0,509;0,885
3,960;0,524;0,891
3,980;0,537;0,896
4,000;0,547;0,902
4,020;0,555;0,907
4,040;0,560;0,912
4,060;0,561;0,918
4,080;0,560;0,923
4,100;0,555;0,928
4,120;0,548;0,933
4,140;0,540;0,939
4,160;0,529;0,944
4,180;0,518;0,949
4,200;0,512;0,955
4,220;0,500;0,960
4,240;0,480;0,965
4,260;0,466;0,971
4,280;0,452;0,976
4,300;0,438;0,981
4,320;0,424;0,987
4,340;0,410;0,992
4,360;0,395;0,997
4,380;0,382;1,002
4,400;0,367;1,007
4,420;0,354;1,013
4,440;0,341;1,018
4,460;0,328;1,024
4,480;0,316;1,029
4,500;0,304;1,034
4,520;0,294;1,040
4,540;0,284;1,045
4,560;0,288;1,051
4,580;0,267;1,056
4,600;0,257;1,061
4,620;0,249;1,067
4,640;0,242;1,072
4,660;0,236;1,077
4,680;0,230;1,082
4,700;0,225;1,088
4,720;0,220;1,093
4,740;0,216;1,098
4,760;0,213;1,104
4,780;0,210;1,109
4,800;0,209;1,115
4,820;0,208;1,120
4,840;0,208;1,125
4,860;0,208;1,130
4,880;0,210;1,136
4,900;0,212;1,141
4,920;0,215;1,147
4,940;0,219;1,152
4,960;0,207;1,157
4,980;0,220;1,163
5,000;0,234;1,168
5,020;0,242;1,173
5,040;0,251;1,179
5,060;0,259;1,184
5,080;0,269;1,189
5,100;0,281;1,196
5,120;0,292;1,200
5,140;0,304;1,206
5,160;0,318;1,211
5,180;0,334;1,217
5,200;0,349;1,222
5,220;0,367;1,228
5,240;0,381;1,234
5,260;0,393;1,239
5,280;0,420;1,244
5,300;0,442;1,250
5,320;0,467;1,256
5,340;0,490;1,261
5,360;0,517;1,267
5,380;0,546;1,274
5,400;0,572;1,279
5,420;0,596;1,284
5,440;0,627;1,290
5,460;0,650;1,295
5,480;0,681;1,300
5,500;0,714;1,306
5,520;0,747;1,311
5,540;0,779;1,317
5,560;0,814;1,323
5,580;0,846;1,328
5,600;0,868;1,332
5,620;0,904;1,337
5,640;0,940;1,343
5,660;0,971;1,348
5,680;0,999;1,353
5,700;1,024;1,357
5,720;1,058;1,364
5,740;1,082;1,369
5,760;1,095;1,373
5,780;1,112;1,377
5,800;1,122;1,382
5,820;1,128;1,387
5,840;1,130;1,393
5,860;1,127;1,398
5,880;1,115;1,404
5,900;1,099;1,409
5,920;1,078;1,414
5,940;1,051;1,419
5,960;1,106;1,425
5,980;1,021;1,429
6,000;0,989;1,435
6,020;0,956;1,440
6,040;0,917;1,446
6,060;0,885;1,451
6,080;0,855;1,457
6,100;0,822;1,462
6,120;0,786;1,467
6,140;0,751;1,472
6,160;0,716;1,478
6,180;0,683;1,483
6,200;0,648;1,488
6,220;0,617;1,494
6,240;0,586;1,499
6,260;0,557;1,505
6,280;0,530;1,510
6,300;0,424;1,515
6,320;0,459;1,520
6,340;0,444;1,526
6,360;0,425;1,531
6,380;0,406;1,536
6,400;0,389;1,542
6,420;0,374;1,547
6,440;0,360;1,552
6,460;0,346;1,557
6,480;0,335;1,563
6,500;0,325;1,568
6,520;0,317;1,573
6,540;0,311;1,578
6,560;0,305;1,584
6,580;0,301;1,590
6,600;0,297;1,595
6,620;0,295;1,600
6,640;0,296;1,606
6,660;0,298;1,610
6,680;0,301;1,616
6,700;0,305;1,622
6,720;0,312;1,627
6,740;0,319;1,632
6,760;0,328;1,638
6,780;0,337;1,643
6,800;0,349;1,649
6,820;0,360;1,654
6,840;0,373;1,659
6,860;0,388;1,664
6,880;0,405;1,671
6,900;0,423;1,676
6,920;0,441;1,681
6,940;0,462;1,686
6,960;0,483;1,692
6,980;0,506;1,697
7,000;0,549;1,704
7,020;0,569;1,710
7,040;0,590;1,714
7,060;0,622;1,720
7,080;0,653;1,726
7,100;0,685;1,731
7,120;0,718;1,736
7,140;0,750;1,741
7,160;0,784;1,746
7,180;0,820;1,752
7,200;0,857;1,757
7,220;0,894;1,762
7,240;0,934;1,768
7,260;0,974;1,772
7,280;1,017;1,778
7,300;1,060;1,783
7,320;1,106;1,788
7,340;1,163;1,794
7,360;1,210;1,799
7,380;1,255;1,805
7,400;1,302;1,810
7,420;1,340;1,814
7,440;1,388;1,820
7,460;1,442;1,826
7,480;1,485;1,831
7,500;1,543;1,838
7,520;1,581;1,843
7,540;1,592;1,845
7,560;1,627;1,850
7,580;1,657;1,855
7,600;1,680;1,861
7,620;1,696;1,866
7,640;1,705;1,871
7,660;1,707;1,876
7,680;1,700;1,881
7,700;1,700;1,887
7,720;1,674;1,891
7,740;1,647;1,897
7,760;1,616;1,902
7,780;1,578;1,908
7,800;1,539;1,913
7,820;1,497;1,918
7,840;1,455;1,923
7,860;1,410;1,928
7,880;1,364;1,934
7,900;1,317;1,939
7,920;1,267;1,945
7,940;1,214;1,950
7,960;1,161;1,955
7,980;1,108;1,960
