Zeit (s) Messreihe #16;Spannung, Ch A (V) Messreihe #16;Spannung, Ch B (V) Messreihe #16
0,000;0,041;0,007
0,010;-0,021;0,008
0,020;0,041;0,008
0,030;-0,021;0,007
0,040;0,045;0,007
0,050;-0,021;0,008
0,060;0,044;0,008
0,070;-0,021;0,008
0,080;0,044;0,008
0,090;-0,021;0,008
0,100;0,044;0,007
0,110;-0,021;0,008
0,120;0,043;0,007
0,130;-0,021;0,008
0,140;0,044;0,008
0,150;-0,021;0,008
0,160;0,044;0,008
0,170;-0,021;0,008
0,180;0,044;0,008
0,190;0,200;0,063
0,200;0,506;0,156
0,210;-0,053;0,036
0,220;0,257;0,073
0,230;0,195;0,089
0,240;0,408;0,142
0,250;0,349;0,161
0,260;0,241;0,095
0,270;0,179;0,093
0,280;0,351;0,129
0,290;0,107;0,095
0,300;0,058;0,061
0,310;0,090;0,067
0,320;0,139;0,071
0,330;0,027;0,050
0,340;0,258;0,092
0,350;0,069;0,068
0,360;0,076;0,053
0,370;-0,020;0,034
0,380;0,056;0,028
0,390;-0,065;0,008
0,400;0,024;0,007
0,410;-0,027;0,007
0,420;0,039;0,007
0,430;-0,022;0,008
0,440;0,041;0,008
0,450;-0,018;0,009
0,460;0,081;0,018
0,470;0,030;0,030
0,480;0,031;0,013
0,490;0,027;0,030
0,500;0,008;0,009
0,510;0,016;0,023
0,520;0,054;0,023
0,530;-0,035;0,014
0,540;0,902;0,196
0,550;1,247;0,315
0,560;2,523;0,665
0,570;6,255;2,041
0,580;0,557;0,182
0,590;-0,096;0,021
0,600;-0,022;0,016
0,610;-0,047;0,019
0,620;0,028;0,021
0,630;0,004;0,032
0,640;2,236;0,526
0,650;1,224;0,461
0,660;0,889;0,375
0,670;-0,058;0,108
0,680;0,202;0,130
0,690;0,446;0,216
0,700;0,268;0,170
0,710;0,233;0,170
0,720;0,223;0,163
0,730;0,122;0,175
0,740;-0,008;0,118
0,750;-0,033;0,104
0,760;0,136;0,124
0,770;0,169;0,174
0,780;0,157;0,202
0,790;-0,055;0,169
0,800;0,010;0,165
0,810;-0,021;0,161
0,820;-0,022;0,142
0,830;8,051E-4;0,154
0,840;0,123;0,182
0,850;-0,012;0,173
0,860;0,031;0,169
0,870;-0,023;0,166
0,880;0,042;0,167
0,890;-0,011;0,169
0,900;0,059;0,174
0,910;-6,207E-4;0,179
0,920;0,050;0,179
0,930;-0,007;0,182
0,940;0,053;0,184
0,950;-0,003;0,188
0,960;0,054;0,191
0,970;-0,002;0,194
0,980;0,057;0,197
0,990;-0,002;0,201
1,000;0,055;0,203
1,010;-0,005;0,205
1,020;0,054;0,208
1,030;-0,002;0,211
1,040;0,057;0,214
1,050;-0,001;0,218
1,060;0,083;0,227
1,070;0,016;0,235
1,080;0,061;0,237
1,090;-6,866E-4;0,240
1,100;0,052;0,241
1,110;-0,005;0,242
1,120;0,055;0,245
1,130;-0,002;0,247
1,140;0,058;0,250
1,150;3,888E-4;0,253
1,160;0,053;0,253
1,170;-0,002;0,255
1,180;0,056;0,258
1,190;0,002;0,261
1,200;0,055;0,262
1,210;-4,272E-6;0,264
1,220;0,061;0,266
1,230;4,999E-4;0,269
1,240;0,057;0,269
1,250;-8,539E-4;0,271
1,260;0,060;0,274
1,270;-0,001;0,276
1,280;0,058;0,277
1,290;-2,362E-4;0,278
1,300;0,062;0,281
1,310;2,557E-4;0,283
1,320;0,063;0,285
1,330;0,005;0,288
1,340;0,062;0,289
1,350;0,001;0,291
1,360;0,066;0,293
1,370;0,004;0,296
