Zeit (s) Messreihe #1;Spannung, Ch A (V) Messreihe #1;Spannung, Ch B (V) Messreihe #1
0,000;0,002;0,028
0,050;0,002;0,035
0,100;0,002;0,029
0,150;0,003;0,035
0,200;0,002;0,030
0,250;0,003;0,034
0,300;0,003;0,030
0,350;0,002;0,033
0,400;0,002;0,030
0,450;0,002;0,032
0,500;0,002;0,030
0,550;0,002;0,031
0,600;0,002;0,031
0,650;0,002;0,031
0,700;0,003;0,032
0,750;0,002;0,030
0,800;0,002;0,032
0,850;0,002;0,029
0,900;0,002;0,033
0,950;0,002;0,029
1,000;1,582;2,640
1,050;0,010;2,371
1,100;0,025;0,045
1,150;0,040;0,038
1,200;0,055;0,047
1,250;0,071;0,044
1,300;0,085;0,047
1,350;0,101;0,039
1,400;0,116;0,048
1,450;0,130;0,038
1,500;0,145;0,048
1,550;0,160;0,038
1,600;0,175;0,059
1,650;0,190;0,038
1,700;0,205;0,050
1,750;0,220;0,037
1,800;0,235;0,050
1,850;0,250;0,037
1,900;0,264;0,051
1,950;0,279;0,022
2,000;0,294;0,050
2,050;0,309;0,036
2,100;0,323;0,053
2,150;0,338;0,036
2,200;0,353;0,053
2,250;0,368;0,035
2,300;0,382;0,054
2,350;0,397;0,045
2,400;0,412;0,055
2,450;0,427;0,034
2,500;0,441;0,055
2,550;0,456;0,034
2,600;0,471;0,056
2,650;0,486;0,034
2,700;0,501;0,045
2,750;0,515;0,033
2,800;0,530;0,056
2,850;0,545;0,033
2,900;0,560;0,057
2,950;0,575;0,033
3,000;0,590;0,058
3,050;0,605;0,032
3,100;0,619;0,059
3,150;0,633;0,031
3,200;0,648;0,059
3,250;0,662;0,031
3,300;0,678;0,060
3,350;0,692;0,031
3,400;0,707;0,060
3,450;0,722;0,039
3,500;0,737;0,061
3,550;0,751;0,030
3,600;0,766;0,061
3,650;0,781;0,030
3,700;0,796;0,062
3,750;0,810;0,030
3,800;0,825;0,063
3,850;0,840;0,034
3,900;0,854;0,074
3,950;0,870;0,048
4,000;0,884;0,092
4,050;0,899;0,063
4,100;0,914;0,108
4,150;0,928;0,074
4,200;0,943;0,117
4,250;0,957;0,089
4,300;0,972;0,137
4,350;0,987;0,102
4,400;1,002;0,153
4,450;1,016;0,117
4,500;1,031;0,169
4,550;1,046;0,153
4,600;1,061;0,188
4,650;1,075;0,150
4,700;1,090;0,206
4,750;1,104;0,169
4,800;1,119;0,227
4,850;1,134;0,191
4,900;1,149;0,269
4,950;1,163;0,217
5,000;1,178;0,275
5,050;1,193;0,238
5,100;1,208;0,302
5,150;1,223;0,266
5,200;1,237;0,330
5,250;1,251;0,294
5,300;1,266;0,349
5,350;1,281;0,325
5,400;1,295;0,392
5,450;1,310;0,357
5,500;1,325;0,427
5,550;1,339;0,391
5,600;1,354;0,462
5,650;1,369;0,422
5,700;1,383;0,499
5,750;1,398;0,465
5,800;1,413;0,539
5,850;1,427;0,505
5,900;1,442;0,581
5,950;1,457;0,548
6,000;1,472;0,626
6,050;1,486;0,594
6,100;1,501;0,673
6,150;1,516;0,642
6,200;1,530;0,723
6,250;1,545;0,693
6,300;1,559;0,775
6,350;1,574;0,747
6,400;1,588;0,825
6,450;1,603;0,802
6,500;1,618;0,887
6,550;1,633;0,860
6,600;1,647;0,946
6,650;1,662;0,920
6,700;1,676;1,007
6,750;1,691;0,991
6,800;1,706;1,071
6,850;1,721;1,045
6,900;1,735;1,133
6,950;1,750;1,106
7,000;1,765;1,191
7,050;1,779;1,158
7,100;1,794;1,231
7,150;1,808;1,187
7,200;1,823;1,247
7,250;1,838;1,184
7,300;1,853;1,228
7,350;1,867;1,156
7,400;1,881;1,198
7,450;1,895;1,127
7,500;1,910;1,151
7,550;1,925;1,091
7,600;1,940;1,123
7,650;1,954;1,042
7,700;1,969;1,067
7,750;1,983;0,979
7,800;1,998;0,998
7,850;2,012;0,911
7,900;2,027;0,922
7,950;2,042;0,829
8,000;2,057;0,844
8,050;2,071;0,753
8,100;2,086;0,767
8,150;2,101;0,677
8,200;2,115;0,691
8,250;2,130;0,602
8,300;2,145;0,612
8,350;2,159;0,524
8,400;2,174;0,537
8,450;2,188;0,452
8,500;2,202;0,466
8,550;2,217;0,382
8,600;2,232;0,401
8,650;2,246;0,314
8,700;2,261;0,326
8,750;2,276;0,244
8,800;2,290;0,253
8,850;2,305;0,171
8,900;2,320;0,178
8,950;2,334;0,090
9,000;2,349;0,106
9,050;2,363;0,040
9,100;2,378;0,046
9,150;2,393;-0,010
9,200;2,407;-0,003
9,250;2,422;-0,043
9,300;2,436;-0,036
9,350;2,451;-0,065
9,400;2,466;-0,059
9,450;2,480;-0,081
9,500;2,495;-0,077
9,550;2,509;-0,092
9,600;2,524;-0,086
9,650;2,539;-0,091
9,700;2,553;-0,068
9,750;2,568;-0,038
9,800;2,582;0,089
9,850;2,597;0,232
9,900;2,611;0,440
9,950;2,626;0,553
10,000;2,641;0,706
10,050;2,655;0,773
10,100;2,670;0,890
10,150;2,684;0,935
10,200;2,699;1,037
10,250;2,714;1,077
10,300;2,728;1,181
10,350;2,743;1,242
10,400;2,758;1,378
10,450;2,772;1,490
10,500;2,786;1,643
10,550;2,801;1,755
10,600;2,816;1,909
10,650;2,830;2,005
10,700;2,844;2,140
10,750;2,859;2,226
10,800;2,874;2,338
10,850;2,888;2,446
10,900;2,903;2,579
10,950;2,917;2,677
11,000;2,932;2,812
11,050;2,946;2,911
11,100;2,961;3,042
11,150;2,976;3,140
11,200;2,990;3,269
11,250;3,005;3,368
11,300;3,019;3,495
11,350;3,034;3,594
11,400;3,048;3,719
11,450;3,063;3,820
11,500;3,078;3,944
11,550;3,092;4,062
11,600;3,106;4,171
11,650;3,121;4,277
11,700;3,135;4,399
11,750;3,149;4,508
11,800;3,164;4,630
11,850;3,178;4,741
11,900;3,193;4,882
11,950;3,207;4,976
12,000;3,222;5,094
12,050;3,237;5,209
12,100;3,251;5,326
12,150;3,265;5,441
12,200;3,280;5,556
12,250;3,295;5,658
12,300;3,309;5,763
12,350;3,324;5,902
12,400;3,339;6,012
12,450;3,353;6,130
12,500;3,367;6,236
12,550;3,382;6,354
12,600;3,397;6,457
12,650;3,411;6,578
12,700;3,426;6,673
12,750;3,440;6,788
12,800;3,454;6,881
12,850;3,468;6,990
12,900;3,483;7,072
12,950;3,498;7,169
13,000;3,512;7,233
13,050;3,527;7,302
13,100;3,541;7,331
13,150;3,556;7,373
13,200;3,570;7,364
13,250;3,585;7,373
13,300;3,599;7,338
13,350;3,614;7,335
13,400;3,628;7,288
13,450;3,643;7,298
13,500;3,657;7,257
13,550;3,672;7,248
13,600;3,686;7,190
13,650;3,701;7,166
13,700;3,715;7,089
13,750;3,730;7,083
13,800;3,744;6,952
13,850;3,758;6,893
13,900;3,773;6,780
13,950;3,787;6,711
14,000;3,802;6,591
14,050;3,816;6,521
14,100;3,831;6,382
14,150;3,845;6,327
14,200;3,860;6,207
14,250;3,874;6,133
14,300;3,889;6,002
14,350;3,903;5,925
14,400;3,918;5,787
14,450;3,932;5,706
14,500;3,947;5,554
14,550;3,961;5,479
14,600;3,975;5,330
14,650;3,990;5,241
14,700;4,005;5,087
14,750;4,019;4,991
14,800;4,033;4,827
14,850;4,048;4,729
14,900;4,062;4,550
14,950;4,076;4,438
15,000;4,090;4,255
15,050;4,105;4,137
15,100;4,120;3,949
15,150;4,134;3,828
15,200;4,148;3,648
15,250;4,163;3,521
15,300;4,177;3,320
15,350;4,192;3,199
15,400;4,207;3,019
15,450;4,221;2,926
15,500;4,235;2,812
15,550;4,250;2,834
15,600;4,264;2,849
15,650;4,279;3,002
15,700;4,293;3,074
15,750;4,307;3,184
15,800;4,322;3,178
15,850;4,336;3,211
15,900;4,351;3,144
15,950;4,365;3,131
16,000;4,379;3,042
16,050;4,393;3,024
16,100;4,408;2,941
16,150;4,422;2,963
16,200;4,436;2,952
16,250;4,451;3,076
16,300;4,465;3,163
16,350;4,480;3,351
16,400;4,494;3,440
16,450;4,509;3,596
16,500;4,523;3,639
16,550;4,537;3,754
16,600;4,552;3,776
16,650;4,566;3,893
16,700;4,581;3,916
16,750;4,595;4,065
16,800;4,610;4,122
16,850;4,624;4,287
16,900;4,638;4,365
16,950;4,653;4,550
17,000;4,667;4,643
17,050;4,682;4,834
17,100;4,695;4,933
17,150;4,710;5,128
17,200;4,724;5,219
17,250;4,738;5,416
17,300;4,753;5,513
17,350;4,767;5,722
17,400;4,782;5,833
17,450;4,796;6,088
17,500;4,811;6,177
17,550;4,825;6,412
17,600;4,840;6,540
17,650;4,854;6,782
17,700;4,869;6,914
17,750;4,883;7,163
17,800;4,897;7,264
17,850;4,912;7,561
17,900;4,926;7,707
17,950;4,940;7,971
18,000;4,955;8,120
18,050;4,969;8,391
18,100;4,984;8,546
18,150;4,998;8,825
18,200;5,012;8,983
18,250;5,026;9,262
18,300;5,041;9,425
18,350;5,055;9,712
18,400;5,070;9,846
18,450;5,084;9,976
18,500;5,098;9,991
18,550;5,113;9,991
18,600;5,127;9,991
18,650;5,142;9,991
18,700;5,156;9,991
18,750;5,171;9,991
18,800;5,185;9,991
18,850;5,199;9,991
18,900;5,214;9,991
18,950;5,228;9,991
19,000;5,242;9,991
19,050;5,257;9,991
19,100;5,271;9,991
19,150;5,285;9,991
19,200;5,300;9,991
19,250;5,314;9,991
19,300;5,328;9,991
19,350;5,342;9,991
19,400;5,357;9,991
19,450;5,371;9,991
19,500;5,385;9,991
19,550;5,400;9,991
19,600;5,414;9,991
19,650;5,428;9,991
19,700;5,443;9,991
19,750;5,457;9,991
19,800;5,472;9,991
19,850;5,486;9,991
19,900;5,500;9,991
19,950;5,514;9,991
20,000;5,529;9,991
20,050;5,543;9,991
20,100;5,557;9,991
20,150;5,571;9,991
20,200;5,586;9,991
20,250;5,601;9,991
20,300;5,615;9,991
20,350;5,628;9,991
20,400;5,642;9,991
20,450;5,657;9,991
20,500;5,671;9,991
20,550;5,686;9,991
20,600;5,700;9,991
20,650;5,714;9,991
20,700;5,728;9,991
20,750;5,743;9,991
20,800;5,757;9,991
20,850;5,771;9,991
20,900;5,786;9,991
20,950;5,800;9,991
21,000;5,814;9,991
21,050;5,828;9,991
21,100;5,843;9,991
21,150;5,857;9,991
21,200;5,871;9,991
21,250;5,886;9,991
21,300;5,900;9,991
21,350;5,915;9,991
21,400;5,929;9,991
21,450;5,943;9,991
21,500;5,957;9,991
21,550;5,971;9,991
21,600;5,985;9,991
21,650;6,000;9,991
21,700;6,014;9,991
21,750;6,028;9,991
21,800;6,043;9,991
21,850;6,057;9,991
21,900;6,071;9,991
21,950;6,086;9,991
22,000;6,100;9,991
22,050;6,114;9,991
22,100;6,128;9,991
22,150;6,143;9,991
22,200;6,157;9,991
22,250;6,172;9,991
22,300;6,185;9,991
22,350;6,200;9,991
22,400;6,214;9,991
22,450;6,228;9,991
22,500;6,243;9,991
22,550;6,256;9,991
22,600;6,271;9,991
22,650;6,285;9,991
22,700;6,299;9,991
22,750;6,313;9,991
22,800;6,328;9,991
22,850;6,342;9,991
22,900;6,356;9,991
22,950;6,371;9,991
23,000;6,385;9,991
23,050;6,399;9,991
23,100;6,413;9,991
23,150;6,427;9,991
23,200;6,442;9,991
23,250;6,456;9,991
23,300;6,470;9,991
23,350;6,484;9,991
23,400;6,499;9,991
23,450;6,513;9,991
23,500;6,527;9,991
23,550;6,542;9,991
23,600;6,556;9,991
23,650;6,570;9,991
23,700;6,584;9,991
23,750;6,598;9,991
23,800;6,612;9,991
23,850;6,626;9,991
23,900;6,641;9,991
23,950;6,655;9,991
24,000;6,669;9,991
24,050;6,683;9,991
24,100;6,698;9,991
24,150;6,711;9,991
24,200;6,726;9,991
24,250;6,740;9,991
24,300;6,755;9,991
24,350;6,769;9,991
24,400;6,783;9,991
24,450;6,797;9,991
24,500;6,812;9,991
24,550;6,826;9,991
24,600;6,840;9,991
24,650;6,854;9,991
24,700;6,868;9,991
24,750;6,882;9,991
24,800;6,896;9,991
24,850;6,910;9,991
24,900;6,924;9,991
24,950;6,939;9,991
25,000;6,953;9,991
25,050;6,967;9,991
25,100;6,981;9,991
25,150;6,995;9,991
25,200;7,010;9,991
25,250;7,024;9,991
25,300;7,038;9,991
25,350;7,052;9,991
