Zeit (s) Messreihe #16	Spannung, Ch A (V) Messreihe #16	Spannung, Ch B (V) Messreihe #16
0,000	0,998	9,662E-4
0,050	0,999	5,756E-4
0,100	0,999	0,001
0,150	0,999	8,221E-4
0,200	0,998	7,526E-4
0,250	0,999	4,376E-4
0,300	0,998	0,001
0,350	0,998	3,094E-4
0,400	0,998	9,698E-4
0,450	0,998	2,826E-4
0,500	0,999	0,001
0,550	0,998	2,460E-4
0,600	0,998	9,808E-4
0,650	0,999	6,354E-4
0,700	0,999	0,001
0,750	0,999	5,206E-4
0,800	0,998	0,001
0,850	0,999	5,096E-4
0,900	0,998	8,856E-4
0,950	0,999	4,742E-4
1,000	0,999	0,001
1,050	0,998	2,692E-4
1,100	0,998	0,001
1,150	0,998	2,740E-4
1,200	0,998	0,001
1,250	0,998	1,288E-4
1,300	0,999	0,001
1,350	0,998	1,508E-4
1,400	0,999	0,001
1,450	0,998	1,532E-4
1,500	0,999	0,001
1,550	0,998	2,411E-4
1,600	0,998	0,001
1,650	0,999	5,829E-4
1,700	0,999	0,001
1,750	0,998	2,301E-4
1,800	0,998	0,001
1,850	0,998	2,045E-4
1,900	0,998	0,001
1,950	0,999	3,253E-4
2,000	0,999	0,001
2,050	0,998	2,716E-4
2,100	0,997	0,002
2,150	0,991	-3,967E-5
2,200	0,987	7,440E-4
2,250	0,984	-1,764E-4
2,300	0,981	8,527E-4
2,350	0,975	-3,986E-4
2,400	0,970	2,747E-5
2,450	0,965	-0,001
2,500	0,960	-2,789E-4
2,550	0,958	-0,002
2,600	0,954	-3,668E-4
2,650	0,949	-0,002
2,700	0,945	-9,784E-4
2,750	0,943	-0,002
2,800	0,941	-0,001
2,850	0,938	-0,002
2,900	0,935	-9,186E-4
2,950	0,930	-0,003
3,000	0,927	-0,002
3,050	0,925	-0,003
3,100	0,923	-0,002
3,150	0,923	-0,003
3,200	0,922	-0,002
3,250	0,920	-0,003
3,300	0,920	-0,002
3,350	0,919	-0,003
3,400	0,919	-0,002
3,450	0,918	-0,003
3,500	0,918	-0,002
3,550	0,917	-0,003
3,600	0,917	-0,002
3,650	0,917	-0,003
3,700	0,916	-0,002
3,750	0,915	-0,003
3,800	0,912	-0,002
3,850	0,910	-0,003
3,900	0,909	-0,002
3,950	0,906	-0,004
4,000	0,905	-0,003
4,050	0,905	-0,004
4,100	0,905	-0,003
4,150	0,904	-0,004
4,200	0,904	-0,003
4,250	0,904	-0,004
4,300	0,902	-0,002
4,350	0,899	-0,004
4,400	0,898	-0,003
4,450	0,897	-0,004
4,500	0,897	-0,003
4,550	0,897	-0,004
4,600	0,897	-0,003
4,650	0,897	-0,004
4,700	0,897	-0,003
4,750	0,897	-0,004
4,800	0,894	-0,003
4,850	0,893	-0,004
4,900	0,892	-0,003
4,950	0,889	-0,004
5,000	0,887	-0,003
5,050	0,886	-0,005
5,100	0,885	-0,003
5,150	0,884	-0,004
5,200	0,882	-0,004
5,250	0,882	-0,005
5,300	0,881	-0,004
5,350	0,880	-0,005
5,400	0,880	-0,004
5,450	0,879	-0,005
5,500	0,877	-0,004
5,550	0,877	-0,005
5,600	0,877	-0,004
5,650	0,875	-0,005
5,700	0,872	-0,004
5,750	0,871	-0,005
5,800	0,870	-0,004
5,850	0,871	-0,005
5,900	0,869	-0,004
5,950	0,869	-0,005
6,000	0,870	-0,004
6,050	0,870	-0,005
6,100	0,869	-0,004
6,150	0,869	-0,005
6,200	0,870	-0,004
6,250	0,869	-0,005
6,300	0,869	-0,004
6,350	0,869	-0,005
6,400	0,868	-0,004
6,450	0,868	-0,005
6,500	0,866	-0,004
6,550	0,865	-0,005
6,600	0,865	-0,005
6,650	0,865	-0,005
6,700	0,865	-0,004
6,750	0,865	-0,005
6,800	0,865	-0,004
6,850	0,860	-0,006
6,900	0,857	-0,005
6,950	0,856	-0,006
7,000	0,856	-0,005
7,050	0,856	-0,006
7,100	0,856	-0,005
7,150	0,856	-0,006
7,200	0,856	-0,005
7,250	0,857	-0,006
7,300	0,856	-0,005
7,350	0,856	-0,006
7,400	0,856	-0,005
7,450	0,854	-0,006
7,500	0,852	-0,005
7,550	0,850	-0,006
7,600	0,848	-0,005
7,650	0,847	-0,006
7,700	0,847	-0,005
7,750	0,845	-0,006
7,800	0,843	-0,006
7,850	0,843	-0,006
7,900	0,843	-0,006
7,950	0,843	-0,006
8,000	0,842	-0,006
8,050	0,841	-0,007
8,100	0,841	-0,006
8,150	0,840	-0,007
8,200	0,839	-0,006
8,250	0,837	-0,007
8,300	0,837	-0,006
8,350	0,837	-0,006
8,400	0,837	-0,006
8,450	0,837	-0,007
8,500	0,837	-0,006
8,550	0,836	-0,007
8,600	0,835	-0,006
8,650	0,835	-0,007
8,700	0,836	-0,006
8,750	0,836	-0,006
8,800	0,835	-0,006
8,850	0,835	-0,007
8,900	0,835	-0,006
8,950	0,835	-0,006
9,000	0,835	-0,006
9,050	0,834	-0,007
9,100	0,833	-0,006
9,150	0,832	-0,007
9,200	0,833	-0,006
9,250	0,833	-0,007
9,300	0,833	-0,006
9,350	0,833	-0,007
9,400	0,833	-0,006
9,450	0,833	-0,007
9,500	0,832	-0,007
9,550	0,833	-0,007
