Zeit (s) Messreihe #13;Spannung, Ch A (V) Messreihe #13;Spannung, Ch B (V) Messreihe #13
0,000;6,675;0,002
0,050;6,675;0,002
0,100;6,675;0,002
0,150;6,675;0,002
0,200;6,675;0,002
0,250;6,675;0,002
0,300;6,675;0,002
0,350;6,675;0,002
0,400;6,675;0,002
0,450;6,675;0,002
0,500;6,675;0,002
0,550;6,675;0,002
0,600;6,675;0,002
0,650;6,676;0,002
0,700;6,676;0,002
0,750;6,676;0,002
0,800;6,675;0,002
0,850;6,669;0,002
0,900;6,658;0,002
0,950;6,656;0,002
1,000;6,645;0,002
1,050;6,640;0,002
1,100;6,636;0,002
1,150;6,625;0,002
1,200;6,624;0,002
1,250;6,613;0,002
1,300;6,612;0,002
1,350;6,605;0,002
1,400;6,598;0,001
1,450;6,598;0,002
1,500;6,586;0,001
1,550;6,580;0,002
1,600;6,571;0,001
1,650;6,555;0,002
1,700;6,551;0,002
1,750;6,550;0,002
1,800;6,546;0,002
1,850;6,542;0,002
1,900;6,542;0,002
1,950;6,541;0,002
2,000;6,542;0,002
2,050;6,541;0,002
2,100;6,541;0,002
2,150;6,541;0,003
2,200;6,540;0,001
2,250;6,531;0,002
2,300;6,526;0,001
2,350;6,508;0,002
2,400;6,503;0,001
2,450;6,503;0,003
2,500;6,501;0,002
2,550;6,503;0,003
2,600;6,501;0,002
2,650;6,505;0,003
2,700;6,505;0,001
2,750;6,504;0,002
2,800;6,504;0,001
2,850;6,504;0,002
2,900;6,504;0,001
2,950;6,504;0,002
3,000;6,503;0,001
3,050;6,504;0,002
3,100;6,504;0,002
3,150;6,504;0,003
3,200;6,503;0,001
3,250;6,503;0,003
3,300;6,498;0,001
3,350;6,495;0,003
3,400;6,494;0,001
3,450;6,495;0,003
3,500;6,494;0,001
3,550;6,484;0,002
3,600;6,463;0,002
3,650;6,449;0,003
3,700;6,445;0,001
3,750;6,445;0,002
3,800;6,445;0,001
3,850;6,445;0,003
3,900;6,445;0,002
3,950;6,444;0,003
4,000;6,444;0,001
4,050;6,444;0,003
4,100;6,443;0,002
4,150;6,423;0,002
4,200;6,418;0,001
4,250;6,418;0,002
