Zeit (s) Messreihe #8	Spannung, Ch A (V) Messreihe #8	Spannung, Ch B (V) Messreihe #8
0,000	-6,783	-0,683
0,050	-6,786	-0,683
0,100	-6,787	-0,683
0,150	-6,787	-0,683
0,200	-6,787	-0,683
0,250	-6,787	-0,683
0,300	-6,786	-0,683
0,350	-6,786	-0,683
0,400	-6,783	-0,683
0,450	-6,784	-0,683
0,500	-6,783	-0,683
0,550	-6,783	-0,683
0,600	-6,783	-0,683
0,650	-6,783	-0,683
0,700	-6,783	-0,683
0,750	-6,783	-0,683
0,800	-6,783	-0,683
0,850	-6,783	-0,683
0,900	-6,783	-0,683
0,950	-6,783	-0,683
1,000	-6,787	-0,683
1,050	-6,779	-0,683
1,100	-6,777	-0,683
1,150	-6,778	-0,683
1,200	-6,777	-0,683
1,250	-6,777	-0,683
1,300	-6,774	-0,684
1,350	-6,760	-0,683
1,400	-6,746	-0,683
1,450	-6,742	-0,682
1,500	-6,742	-0,683
1,550	-6,736	-0,683
1,600	-6,728	-0,683
1,650	-6,716	-0,683
1,700	-6,712	-0,683
1,750	-6,709	-0,682
1,800	-6,703	-0,683
1,850	-6,700	-0,682
1,900	-6,696	-0,683
1,950	-6,694	-0,683
2,000	-6,691	-0,683
2,050	-6,690	-0,682
2,100	-6,689	-0,683
2,150	-6,687	-0,682
2,200	-6,685	-0,683
2,250	-6,684	-0,682
2,300	-6,675	-0,683
2,350	-6,671	-0,682
2,400	-6,671	-0,683
2,450	-6,669	-0,682
2,500	-6,664	-0,683
2,550	-6,654	-0,682
2,600	-6,641	-0,683
2,650	-6,636	-0,682
2,700	-6,633	-0,683
2,750	-6,627	-0,682
2,800	-6,627	-0,683
2,850	-6,626	-0,682
2,900	-6,615	-0,683
2,950	-6,614	-0,682
3,000	-6,614	-0,683
3,050	-6,614	-0,682
3,100	-6,614	-0,683
3,150	-6,614	-0,682
3,200	-6,614	-0,683
3,250	-6,614	-0,682
3,300	-6,610	-0,683
3,350	-6,606	-0,682
3,400	-6,605	-0,683
3,450	-6,602	-0,682
3,500	-6,600	-0,683
3,550	-6,595	-0,682
3,600	-6,591	-0,682
3,650	-6,592	-0,682
3,700	-6,590	-0,683
3,750	-6,580	-0,682
3,800	-6,579	-0,683
3,850	-6,575	-0,681
3,900	-6,574	-0,683
3,950	-6,574	-0,682
4,000	-6,573	-0,682
4,050	-6,567	-0,681
4,100	-6,566	-0,683
4,150	-6,562	-0,682
4,200	-6,558	-0,683
4,250	-6,553	-0,682
4,300	-6,552	-0,683
4,350	-6,549	-0,681
4,400	-6,546	-0,683
4,450	-6,540	-0,682
4,500	-6,538	-0,682
4,550	-6,531	-0,681
4,600	-6,530	-0,683
4,650	-6,526	-0,682
4,700	-6,526	-0,682
4,750	-6,521	-0,681
4,800	-6,513	-0,682
4,850	-6,508	-0,681
4,900	-6,507	-0,682
4,950	-6,504	-0,682
5,000	-6,497	-0,682
5,050	-6,493	-0,681
5,100	-6,489	-0,682
5,150	-6,487	-0,681
5,200	-6,477	-0,682
5,250	-6,471	-0,681
5,300	-6,456	-0,682
5,350	-6,446	-0,681
5,400	-6,435	-0,682
5,450	-6,422	-0,681
5,500	-6,410	-0,682
5,550	-6,399	-0,681
5,600	-6,387	-0,682
5,650	-6,374	-0,681
5,700	-6,358	-0,682
5,750	-6,345	-0,681
5,800	-6,318	-0,681
5,850	-6,305	-0,680
5,900	-6,299	-0,681
5,950	-6,271	-0,680
6,000	-6,267	-0,681
6,050	-6,260	-0,680
6,100	-6,250	-0,682
6,150	-6,235	-0,680
6,200	-6,234	-0,681
6,250	-6,235	-0,680
6,300	-6,224	-0,681
6,350	-6,191	-0,680
6,400	-6,189	-0,681
6,450	-6,188	-0,680
6,500	-6,187	-0,681
6,550	-6,187	-0,680
6,600	-6,187	-0,681
6,650	-6,187	-0,680
6,700	-6,187	-0,681
6,750	-6,187	-0,680
6,800	-6,188	-0,682
6,850	-6,187	-0,680
6,900	-6,187	-0,681
6,950	-6,185	-0,680
7,000	-6,159	-0,681
7,050	-6,135	-0,680
7,100	-6,107	-0,681
7,150	-6,094	-0,680
7,200	-6,093	-0,681
7,250	-6,093	-0,680
7,300	-6,092	-0,681
7,350	-6,081	-0,680
7,400	-6,070	-0,681
7,450	-6,069	-0,680
7,500	-6,053	-0,681
7,550	-6,048	-0,679
7,600	-6,041	-0,681
7,650	-6,031	-0,679
7,700	-6,024	-0,680
7,750	-6,022	-0,679
7,800	-6,021	-0,680
7,850	-6,015	-0,679
7,900	-6,001	-0,681
7,950	-6,000	-0,679
8,000	-6,000	-0,680
8,050	-6,000	-0,679
8,100	-6,000	-0,680
8,150	-5,993	-0,679
8,200	-5,984	-0,680
8,250	-5,983	-0,679
8,300	-5,979	-0,680
8,350	-5,967	-0,679
8,400	-5,964	-0,680
8,450	-5,964	-0,679
8,500	-5,964	-0,680
8,550	-5,964	-0,679
8,600	-5,946	-0,680
8,650	-5,942	-0,679
8,700	-5,937	-0,680
8,750	-5,934	-0,679
8,800	-5,932	-0,680
8,850	-5,925	-0,679
8,900	-5,925	-0,680
8,950	-5,912	-0,679
9,000	-5,907	-0,680
9,050	-5,898	-0,679
9,100	-5,892	-0,680
9,150	-5,885	-0,679
9,200	-5,873	-0,680
9,250	-5,863	-0,679
9,300	-5,856	-0,680
9,350	-5,853	-0,679
9,400	-5,839	-0,679
9,450	-5,836	-0,679
9,500	-5,828	-0,679
9,550	-5,828	-0,679
9,600	-5,823	-0,679
9,650	-5,822	-0,679
9,700	-5,819	-0,679
9,750	-5,815	-0,679
9,800	-5,805	-0,679
9,850	-5,806	-0,679
9,900	-5,805	-0,679
9,950	-5,804	-0,679
10,000	-5,800	-0,679
10,050	-5,801	-0,679
10,100	-5,800	-0,679
10,150	-5,795	-0,679
10,200	-5,787	-0,679
10,250	-5,774	-0,679
10,300	-5,769	-0,679
10,350	-5,766	-0,678
10,400	-5,756	-0,679
10,450	-5,749	-0,678
10,500	-5,743	-0,679
10,550	-5,743	-0,678
10,600	-5,743	-0,679
10,650	-5,739	-0,678
10,700	-5,731	-0,679
10,750	-5,730	-0,678
10,800	-5,727	-0,679
10,850	-5,717	-0,678
10,900	-5,714	-0,678
10,950	-5,705	-0,678
11,000	-5,704	-0,679
11,050	-5,699	-0,678
11,100	-5,690	-0,678
11,150	-5,677	-0,678
11,200	-5,673	-0,678
11,250	-5,664	-0,678
11,300	-5,648	-0,678
11,350	-5,643	-0,678
11,400	-5,634	-0,678
11,450	-5,633	-0,678
11,500	-5,633	-0,678
11,550	-5,633	-0,678
11,600	-5,633	-0,678
11,650	-5,630	-0,678
11,700	-5,624	-0,678
11,750	-5,611	-0,678
11,800	-5,598	-0,678
11,850	-5,589	-0,678
11,900	-5,576	-0,678
11,950	-5,569	-0,678
12,000	-5,563	-0,678
12,050	-5,560	-0,678
12,100	-5,542	-0,677
12,150	-5,536	-0,678
12,200	-5,513	-0,677
12,250	-5,501	-0,678
12,300	-5,459	-0,677
12,350	-5,456	-0,677
12,400	-5,443	-0,677
12,450	-5,443	-0,677
12,500	-5,435	-0,677
12,550	-5,417	-0,677
12,600	-5,403	-0,677
12,650	-5,403	-0,677
12,700	-5,403	-0,677
12,750	-5,403	-0,677
12,800	-5,403	-0,677
12,850	-5,395	-0,677
12,900	-5,385	-0,677
12,950	-5,381	-0,677
13,000	-5,381	-0,677
13,050	-5,381	-0,677
13,100	-5,369	-0,677
13,150	-5,359	-0,677
13,200	-5,337	-0,677
13,250	-5,328	-0,677
13,300	-5,302	-0,677
13,350	-5,279	-0,677
13,400	-5,257	-0,676
13,450	-5,248	-0,676
13,500	-5,247	-0,676
13,550	-5,225	-0,676
13,600	-5,219	-0,676
13,650	-5,219	-0,677
13,700	-5,219	-0,676
13,750	-5,218	-0,676
13,800	-5,218	-0,676
13,850	-5,218	-0,677
13,900	-5,218	-0,676
13,950	-5,218	-0,677
14,000	-5,218	-0,676
14,050	-5,217	-0,676
14,100	-5,218	-0,676
14,150	-5,217	-0,677
14,200	-5,202	-0,676
14,250	-5,197	-0,676
14,300	-5,191	-0,676
14,350	-5,183	-0,676
14,400	-5,175	-0,676
14,450	-5,166	-0,676
14,500	-5,155	-0,675
14,550	-5,144	-0,676
14,600	-5,131	-0,676
14,650	-5,119	-0,676
14,700	-5,104	-0,675
14,750	-5,086	-0,676
14,800	-5,080	-0,675
14,850	-5,073	-0,676
14,900	-5,061	-0,675
14,950	-5,055	-0,676
15,000	-5,050	-0,675
15,050	-5,032	-0,676
15,100	-5,021	-0,675
15,150	-5,009	-0,676
15,200	-5,005	-0,675
15,250	-4,998	-0,676
15,300	-4,979	-0,675
15,350	-4,975	-0,676
15,400	-4,969	-0,675
15,450	-4,969	-0,676
15,500	-4,962	-0,675
15,550	-4,958	-0,675
15,600	-4,948	-0,675
15,650	-4,938	-0,675
15,700	-4,930	-0,674
15,750	-4,915	-0,675
15,800	-4,901	-0,674
15,850	-4,899	-0,675
15,900	-4,898	-0,674
15,950	-4,894	-0,675
16,000	-4,883	-0,674
16,050	-4,881	-0,675
16,100	-4,875	-0,674
16,150	-4,865	-0,675
16,200	-4,857	-0,674
16,250	-4,839	-0,675
16,300	-4,834	-0,674
16,350	-4,816	-0,675
16,400	-4,807	-0,674
16,450	-4,788	-0,675
16,500	-4,779	-0,674
16,550	-4,764	-0,675
16,600	-4,753	-0,673
16,650	-4,748	-0,674
16,700	-4,740	-0,673
16,750	-4,740	-0,675
16,800	-4,741	-0,673
16,850	-4,741	-0,675
16,900	-4,740	-0,673
16,950	-4,740	-0,674
17,000	-4,740	-0,673
17,050	-4,740	-0,675
17,100	-4,740	-0,673
17,150	-4,739	-0,674
17,200	-4,733	-0,673
17,250	-4,720	-0,674
17,300	-4,702	-0,673
17,350	-4,690	-0,674
17,400	-4,667	-0,673
17,450	-4,662	-0,674
17,500	-4,655	-0,673
17,550	-4,652	-0,674
17,600	-4,636	-0,673
17,650	-4,628	-0,674
17,700	-4,626	-0,673
17,750	-4,626	-0,674
17,800	-4,623	-0,673
17,850	-4,615	-0,674
17,900	-4,600	-0,673
17,950	-4,598	-0,674
18,000	-4,594	-0,673
18,050	-4,586	-0,674
18,100	-4,577	-0,673
18,150	-4,572	-0,674
