Zeit (s) Messreihe #9;Spannung, Ch A (V) Messreihe #9;Spannung, Ch B (V) Messreihe #9
0,000;6,584;0,922
0,050;6,584;0,922
0,100;6,584;0,922
0,150;6,585;0,922
0,200;6,585;0,922
0,250;6,585;0,922
0,300;6,584;0,922
0,350;6,584;0,922
0,400;6,585;0,923
0,450;6,584;0,922
0,500;6,584;0,922
0,550;6,588;0,922
0,600;6,589;0,923
0,650;6,589;0,921
0,700;6,589;0,923
0,750;6,589;0,922
0,800;6,589;0,923
0,850;6,589;0,922
0,900;6,585;0,922
0,950;6,585;0,922
1,000;6,585;0,923
1,050;6,585;0,922
1,100;6,585;0,923
1,150;6,577;0,922
1,200;6,564;0,922
1,250;6,562;0,921
1,300;6,561;0,922
1,350;6,554;0,921
1,400;6,554;0,922
1,450;6,543;0,921
1,500;6,541;0,922
1,550;6,530;0,921
1,600;6,528;0,922
1,650;6,521;0,921
1,700;6,519;0,922
1,750;6,519;0,921
1,800;6,517;0,922
1,850;6,502;0,921
1,900;6,489;0,922
1,950;6,480;0,921
2,000;6,463;0,922
2,050;6,457;0,921
2,100;6,457;0,922
2,150;6,457;0,921
2,200;6,457;0,922
2,250;6,455;0,921
2,300;6,435;0,922
2,350;6,418;0,921
2,400;6,405;0,921
2,450;6,399;0,921
2,500;6,389;0,922
2,550;6,381;0,920
2,600;6,371;0,922
2,650;6,364;0,920
2,700;6,363;0,922
2,750;6,360;0,921
2,800;6,361;0,921
2,850;6,362;0,920
2,900;6,361;0,921
2,950;6,360;0,920
3,000;6,360;0,921
3,050;6,360;0,920
3,100;6,360;0,921
3,150;6,360;0,920
3,200;6,360;0,921
3,250;6,360;0,920
3,300;6,360;0,921
3,350;6,359;0,920
3,400;6,361;0,921
3,450;6,363;0,920
3,500;6,363;0,921
3,550;6,363;0,920
3,600;6,363;0,921
3,650;6,363;0,920
3,700;6,363;0,921
3,750;6,362;0,920
3,800;6,362;0,921
3,850;6,354;0,920
3,900;6,346;0,921
3,950;6,343;0,920
4,000;6,327;0,921
4,050;6,324;0,920
4,100;6,319;0,921
4,150;6,311;0,920
4,200;6,311;0,921
4,250;6,310;0,920
4,300;6,306;0,921
4,350;6,303;0,920
4,400;6,293;0,921
4,450;6,289;0,920
4,500;6,284;0,921
4,550;6,281;0,920
4,600;6,275;0,921
4,650;6,275;0,920
4,700;6,266;0,921
4,750;6,258;0,920
4,800;6,254;0,921
4,850;6,253;0,920
4,900;6,253;0,921
4,950;6,253;0,920
5,000;6,244;0,921
5,050;6,236;0,920
5,100;6,232;0,921
5,150;6,217;0,920
5,200;6,214;0,920
5,250;6,212;0,920
5,300;6,210;0,921
5,350;6,209;0,919
5,400;6,209;0,920
5,450;6,197;0,919
5,500;6,159;0,920
5,550;6,139;0,919
5,600;6,122;0,920
5,650;6,121;0,919
5,700;6,110;0,920
5,750;6,107;0,919
5,800;6,107;0,920
5,850;6,107;0,919
5,900;6,107;0,920
5,950;6,107;0,919
6,000;6,107;0,920
6,050;6,098;0,919
6,100;6,090;0,920
6,150;6,086;0,919
6,200;6,080;0,920
6,250;6,079;0,919
6,300;6,072;0,920
6,350;6,070;0,919
6,400;6,059;0,920
6,450;6,057;0,919
6,500;6,042;0,919
6,550;6,041;0,919
6,600;6,031;0,919
6,650;6,028;0,918
6,700;6,024;0,919
6,750;6,019;0,919
6,800;6,019;0,919
6,850;6,017;0,919
6,900;5,993;0,919
6,950;5,988;0,919
7,000;5,979;0,919
7,050;5,974;0,918
7,100;5,963;0,919
7,150;5,955;0,918
7,200;5,949;0,919
7,250;5,944;0,919
7,300;5,935;0,919
7,350;5,931;0,918
7,400;5,926;0,918
7,450;5,922;0,918
7,500;5,914;0,919
7,550;5,906;0,918
7,600;5,896;0,919
7,650;5,888;0,918
7,700;5,881;0,919
7,750;5,871;0,918
7,800;5,861;0,918
7,850;5,852;0,918
7,900;5,839;0,918
7,950;5,834;0,918
8,000;5,833;0,918
8,050;5,833;0,918
8,100;5,833;0,918
8,150;5,833;0,918
8,200;5,833;0,918
8,250;5,831;0,918
8,300;5,855;0,918
8,350;5,864;0,918
8,400;5,864;0,918
8,450;5,864;0,918
8,500;5,864;0,918
8,550;5,864;0,918
8,600;5,864;0,918
8,650;5,864;0,918
8,700;5,864;0,918
8,750;5,864;0,918
8,800;5,864;0,918
8,850;5,864;0,918
8,900;5,864;0,918
8,950;5,864;0,918
9,000;5,864;0,918
9,050;5,864;0,918
9,100;5,864;0,918
9,150;5,864;0,918
9,200;5,864;0,918
9,250;5,864;0,918
9,300;5,864;0,918
9,350;5,860;0,918
9,400;5,855;0,918
9,450;5,853;0,918
9,500;5,840;0,918
9,550;5,838;0,918
9,600;5,832;0,918
9,650;5,828;0,918
9,700;5,823;0,918
9,750;5,814;0,918
9,800;5,807;0,918
9,850;5,807;0,918
9,900;5,803;0,918
9,950;5,798;0,918
10,000;5,796;0,918
10,050;5,794;0,918
10,100;5,794;0,918
10,150;5,793;0,918
10,200;5,793;0,917
10,250;5,793;0,918
10,300;5,793;0,918
10,350;5,793;0,918
10,400;5,793;0,918
10,450;5,787;0,918
10,500;5,781;0,917
10,550;5,780;0,918
10,600;5,780;0,917
10,650;5,776;0,918
10,700;5,763;0,918
10,750;5,758;0,917
10,800;5,757;0,917
10,850;5,747;0,918
10,900;5,745;0,917
10,950;5,745;0,918
11,000;5,741;0,917
11,050;5,741;0,918
11,100;5,732;0,917
11,150;5,727;0,917
11,200;5,723;0,917
11,250;5,719;0,918
11,300;5,718;0,917
11,350;5,718;0,918
11,400;5,718;0,917
11,450;5,714;0,917
11,500;5,712;0,917
11,550;5,711;0,918
11,600;5,706;0,917
11,650;5,698;0,917
11,700;5,692;0,917
11,750;5,689;0,918
11,800;5,675;0,917
11,850;5,669;0,917
11,900;5,653;0,916
11,950;5,643;0,917
12,000;5,643;0,917
12,050;5,642;0,917
12,100;5,635;0,916
12,150;5,635;0,917
12,200;5,634;0,916
12,250;5,634;0,917
12,300;5,632;0,916
12,350;5,626;0,917
12,400;5,625;0,916
12,450;5,624;0,917
12,500;5,616;0,916
12,550;5,604;0,917
12,600;5,600;0,916
12,650;5,568;0,917
12,700;5,555;0,916
12,750;5,554;0,916
12,800;5,546;0,916
12,850;5,546;0,916
12,900;5,546;0,916
12,950;5,546;0,917
13,000;5,542;0,916
13,050;5,533;0,917
13,100;5,533;0,916
13,150;5,525;0,917
13,200;5,524;0,916
13,250;5,517;0,917
13,300;5,515;0,916
13,350;5,513;0,916
13,400;5,508;0,916
13,450;5,505;0,917
13,500;5,502;0,915
13,550;5,499;0,917
13,600;5,493;0,915
13,650;5,491;0,917
13,700;5,478;0,915
13,750;5,476;0,916
13,800;5,466;0,915
13,850;5,462;0,916
13,900;5,452;0,915
13,950;5,441;0,916
14,000;5,440;0,915
14,050;5,436;0,916
14,100;5,435;0,915
14,150;5,429;0,916
14,200;5,427;0,915
14,250;5,422;0,916
14,300;5,422;0,915
14,350;5,422;0,916
14,400;5,422;0,915
14,450;5,422;0,916
14,500;5,422;0,915
14,550;5,422;0,916
14,600;5,422;0,915
14,650;5,422;0,916
14,700;5,422;0,915
14,750;5,422;0,916
14,800;5,422;0,915
14,850;5,422;0,916
14,900;5,422;0,915
14,950;5,422;0,916
15,000;5,422;0,915
15,050;5,422;0,916
15,100;5,419;0,915
15,150;5,413;0,916
15,200;5,413;0,915
15,250;5,409;0,916
15,300;5,409;0,915
15,350;5,409;0,916
15,400;5,409;0,915
15,450;5,409;0,916
15,500;5,409;0,915
15,550;5,409;0,916
15,600;5,409;0,915
15,650;5,409;0,916
15,700;5,409;0,915
15,750;5,409;0,916
15,800;5,409;0,915
15,850;5,409;0,916
15,900;5,394;0,915
15,950;5,379;0,916
16,000;5,376;0,914
16,050;5,366;0,916
16,100;5,365;0,915
16,150;5,355;0,916
16,200;5,350;0,915
16,250;5,341;0,916
16,300;5,336;0,914
16,350;5,335;0,915
16,400;5,334;0,915
16,450;5,331;0,915
16,500;5,322;0,914
16,550;5,312;0,915
16,600;5,304;0,914
16,650;5,303;0,915
16,700;5,296;0,914
16,750;5,290;0,915
16,800;5,290;0,914
16,850;5,287;0,915
16,900;5,286;0,914
16,950;5,286;0,915
17,000;5,285;0,914
17,050;5,286;0,915
17,100;5,281;0,914
17,150;5,277;0,915
17,200;5,275;0,914
17,250;5,267;0,915
17,300;5,263;0,914
17,350;5,262;0,915
17,400;5,255;0,914
17,450;5,253;0,915
17,500;5,248;0,914
17,550;5,245;0,915
17,600;5,244;0,914
17,650;5,231;0,915
17,700;5,228;0,914
17,750;5,218;0,915
17,800;5,211;0,914
17,850;5,209;0,915
17,900;5,206;0,914
17,950;5,204;0,915
18,000;5,198;0,914
18,050;5,197;0,915
18,100;5,192;0,914
18,150;5,189;0,915
18,200;5,188;0,914
18,250;5,184;0,914
18,300;5,183;0,914
18,350;5,168;0,914
18,400;5,166;0,913
18,450;5,158;0,914
18,500;5,157;0,914
18,550;5,154;0,914
18,600;5,149;0,913
18,650;5,142;0,914
18,700;5,135;0,913
18,750;5,135;0,914
18,800;5,131;0,913
18,850;5,127;0,914
18,900;5,118;0,913
18,950;5,108;0,914
19,000;5,102;0,913
19,050;5,085;0,914
19,100;5,080;0,913
19,150;5,053;0,914
19,200;5,045;0,913
19,250;5,036;0,913
19,300;5,017;0,913
19,350;5,012;0,913
19,400;5,006;0,913
19,450;5,005;0,913
19,500;4,985;0,913
19,550;4,975;0,913
19,600;4,967;0,913
19,650;4,956;0,913
19,700;4,955;0,913
19,750;4,948;0,913
19,800;4,948;0,913
19,850;4,944;0,913
19,900;4,943;0,912
19,950;4,940;0,913
20,000;4,939;0,912
20,050;4,931;0,913
20,100;4,922;0,912
20,150;4,921;0,913
20,200;4,916;0,912
20,250;4,914;0,912
20,300;4,910;0,912
20,350;4,908;0,912
20,400;4,902;0,912
20,450;4,894;0,912
20,500;4,882;0,912
20,550;4,872;0,912
20,600;4,872;0,912
20,650;4,870;0,912
20,700;4,868;0,912
20,750;4,862;0,912
20,800;4,860;0,912
20,850;4,862;0,912
20,900;4,864;0,912
20,950;4,864;0,912
21,000;4,864;0,912
21,050;4,865;0,912
21,100;4,865;0,912
21,150;4,864;0,912
21,200;4,864;0,912
21,250;4,864;0,912
21,300;4,864;0,912
21,350;4,863;0,912
21,400;4,859;0,912
21,450;4,856;0,912
21,500;4,855;0,912
21,550;4,855;0,912
21,600;4,855;0,912
21,650;4,855;0,912
21,700;4,855;0,912
21,750;4,855;0,912
21,800;4,855;0,912
21,850;4,855;0,912
21,900;4,855;0,912
21,950;4,855;0,912
22,000;4,847;0,912
22,050;4,841;0,912
22,100;4,837;0,912
22,150;4,828;0,912
22,200;4,826;0,912
22,250;4,819;0,911
22,300;4,808;0,912
22,350;4,790;0,911
22,400;4,780;0,912
22,450;4,770;0,911
22,500;4,764;0,912
22,550;4,761;0,911
22,600;4,753;0,912
22,650;4,748;0,911
22,700;4,744;0,912
22,750;4,739;0,911
22,800;4,738;0,912
22,850;4,727;0,911
22,900;4,725;0,911
22,950;4,713;0,910
23,000;4,697;0,911
23,050;4,694;0,910
23,100;4,682;0,911
23,150;4,678;0,910
23,200;4,673;0,911
23,250;4,665;0,910
23,300;4,663;0,911
23,350;4,655;0,911
23,400;4,654;0,911
23,450;4,648;0,910
23,500;4,647;0,911
23,550;4,644;0,910
23,600;4,638;0,911
23,650;4,632;0,910
23,700;4,626;0,911
23,750;4,617;0,910
23,800;4,615;0,911
23,850;4,610;0,910
23,900;4,607;0,911
23,950;4,606;0,910
24,000;4,600;0,911
24,050;4,598;0,910
24,100;4,598;0,910
24,150;4,598;0,910
24,200;4,598;0,911
24,250;4,598;0,910
24,300;4,598;0,911
24,350;4,596;0,910
24,400;4,593;0,911
24,450;4,589;0,910
24,500;4,589;0,911
24,550;4,589;0,910
24,600;4,582;0,911
24,650;4,576;0,910
24,700;4,566;0,911
24,750;4,555;0,909
24,800;4,553;0,911
24,850;4,538;0,909
24,900;4,532;0,910
24,950;4,526;0,909
25,000;4,523;0,910
25,050;4,515;0,909
25,100;4,509;0,910
25,150;4,507;0,909
25,200;4,497;0,910
25,250;4,494;0,909
25,300;4,493;0,910
25,350;4,493;0,909
25,400;4,490;0,910
25,450;4,483;0,909
25,500;4,478;0,910
25,550;4,460;0,909
25,600;4,451;0,910
25,650;4,437;0,909
25,700;4,434;0,910
25,750;4,421;0,909
25,800;4,413;0,909
25,850;4,405;0,909
25,900;4,404;0,910
25,950;4,383;0,908
26,000;4,377;0,909
26,050;4,354;0,908
26,100;4,339;0,909
26,150;4,317;0,908
26,200;4,291;0,908
26,250;4,290;0,908
26,300;4,291;0,909
26,350;4,294;0,908
26,400;4,295;0,909
26,450;4,295;0,908
26,500;4,298;0,909
26,550;4,298;0,908
26,600;4,298;0,909
26,650;4,298;0,908
26,700;4,299;0,909
26,750;4,293;0,908
26,800;4,291;0,909
26,850;4,290;0,908
26,900;4,290;0,909
26,950;4,290;0,907
27,000;4,290;0,909
27,050;4,290;0,908
27,100;4,289;0,909
27,150;4,275;0,907
27,200;4,274;0,909
27,250;4,274;0,907
27,300;4,274;0,909
27,350;4,273;0,908
27,400;4,273;0,908
27,450;4,273;0,907
27,500;4,262;0,909
27,550;4,251;0,907
27,600;4,250;0,908
27,650;4,249;0,907
27,700;4,243;0,909
27,750;4,235;0,907
27,800;4,232;0,908
27,850;4,232;0,907
27,900;4,228;0,908
27,950;4,228;0,907
28,000;4,227;0,908
28,050;4,228;0,907
28,100;4,228;0,908
28,150;4,228;0,907
28,200;4,228;0,908
28,250;4,228;0,907
28,300;4,225;0,908
28,350;4,223;0,907
28,400;4,213;0,908
28,450;4,211;0,907
28,500;4,209;0,908
28,550;4,205;0,907
28,600;4,201;0,908
28,650;4,197;0,907
28,700;4,193;0,908
28,750;4,193;0,907
28,800;4,188;0,908
28,850;4,184;0,907
28,900;4,181;0,908
28,950;4,175;0,907
29,000;4,173;0,908
29,050;4,164;0,907
