Zeit (s) Messreihe #15;Spannung, Ch A (V) Messreihe #15;Spannung, Ch B (V) Messreihe #15
0,000;1,000;3,400E-4
0,050;1,000;-6,622E-4
0,100;1,000;2,252E-4
0,150;0,999;-0,001
0,200;0,999;2,777E-4
0,250;0,999;-8,661E-4
0,300;0,999;2,020E-4
0,350;1,000;-8,087E-4
0,400;1,000;4,828E-4
0,450;1,000;-6,232E-4
0,500;0,999;2,325E-4
0,550;0,999;-9,357E-4
0,600;0,999;3,375E-4
0,650;0,999;-0,001
0,700;0,999;3,052E-6
0,750;0,999;-9,698E-4
0,800;0,999;1,434E-4
0,850;1,000;-7,086E-4
0,900;1,000;2,692E-4
0,950;0,999;-8,563E-4
1,000;0,999;3,229E-4
1,050;1,000;-8,575E-4
1,100;0,999;1,813E-4
1,150;1,000;-8,319E-4
1,200;0,999;-4,089E-5
1,250;0,999;-0,001
1,300;1,000;3,046E-4
1,350;1,000;-7,001E-4
1,400;0,999;-2,264E-4
1,450;0,999;-9,052E-4
1,500;0,991;-3,113E-5
1,550;0,982;-0,002
1,600;0,973;-7,892E-4
1,650;0,963;-0,002
1,700;0,953;-0,002
1,750;0,943;-0,003
1,800;0,938;-0,002
1,850;0,932;-0,004
1,900;0,924;-0,003
1,950;0,918;-0,004
2,000;0,908;-0,003
2,050;0,900;-0,005
2,100;0,891;-0,004
2,150;0,880;-0,006
2,200;0,872;-0,005
2,250;0,864;-0,007
2,300;0,862;-0,006
2,350;0,858;-0,007
2,400;0,857;-0,006
2,450;0,855;-0,007
2,500;0,852;-0,006
2,550;0,849;-0,008
2,600;0,849;-0,006
2,650;0,848;-0,007
2,700;0,847;-0,007
2,750;0,843;-0,008
2,800;0,838;-0,007
2,850;0,836;-0,008
2,900;0,836;-0,007
2,950;0,835;-0,008
3,000;0,835;-0,007
3,050;0,835;-0,008
3,100;0,835;-0,007
3,150;0,835;-0,008
3,200;0,835;-0,007
3,250;0,835;-0,008
3,300;0,835;-0,007
3,350;0,836;-0,008
3,400;0,836;-0,007
3,450;0,836;-0,008
3,500;0,836;-0,007
3,550;0,836;-0,008
3,600;0,836;-0,007
3,650;0,836;-0,008
3,700;0,836;-0,007
3,750;0,836;-0,008
3,800;0,836;-0,007
3,850;0,836;-0,008
3,900;0,836;-0,007
3,950;0,836;-0,008
4,000;0,836;-0,007
4,050;0,836;-0,008
4,100;0,836;-0,007
4,150;0,836;-0,008
4,200;0,836;-0,007
4,250;0,836;-0,008
4,300;0,836;-0,007
4,350;0,836;-0,008
4,400;0,835;-0,007
4,450;0,836;-0,008
4,500;0,836;-0,007
4,550;0,836;-0,008
4,600;0,836;-0,007
4,650;0,836;-0,008
4,700;0,836;-0,007
4,750;0,835;-0,008
4,800;0,835;-0,007
4,850;0,835;-0,008
4,900;0,834;-0,007
4,950;0,834;-0,008
5,000;0,833;-0,007
5,050;0,833;-0,008
5,100;0,833;-0,007
5,150;0,832;-0,008
5,200;0,832;-0,007
5,250;0,832;-0,008
5,300;0,831;-0,007
5,350;0,831;-0,008
5,400;0,831;-0,007
5,450;0,831;-0,008
5,500;0,830;-0,007
5,550;0,830;-0,008
5,600;0,830;-0,007
5,650;0,830;-0,008
5,700;0,829;-0,007
5,750;0,829;-0,008
5,800;0,829;-0,007
5,850;0,829;-0,008
5,900;0,829;-0,007
5,950;0,829;-0,008
6,000;0,829;-0,007
6,050;0,829;-0,008
