Zeit (s) Messreihe #5;Spannung, Ch A (V) Messreihe #5;Spannung, Ch B (V) Messreihe #5
0,000;0,464;0,008
0,050;0,464;0,007
0,100;0,464;0,008
0,150;0,465;0,008
0,200;0,464;0,008
0,250;0,464;0,007
0,300;0,464;0,008
0,350;0,464;0,007
0,400;0,465;0,008
0,450;0,465;0,007
0,500;0,465;0,008
0,550;0,465;0,007
0,600;0,466;0,008
0,650;0,465;0,008
0,700;0,465;0,007
0,750;0,465;0,007
0,800;0,465;0,007
0,850;0,465;0,007
0,900;0,464;0,008
0,950;0,460;0,008
1,000;0,450;0,007
1,050;0,438;0,007
1,100;0,435;0,007
1,150;0,435;0,007
1,200;0,434;0,007
1,250;0,434;0,007
1,300;0,434;0,007
1,350;0,434;0,007
1,400;0,435;0,008
1,450;0,435;0,007
1,500;0,434;0,007
1,550;0,434;0,007
1,600;0,434;0,007
1,650;0,434;0,007
1,700;0,430;0,007
1,750;0,427;0,007
1,800;0,426;0,007
1,850;0,424;0,007
1,900;0,423;0,007
1,950;0,421;0,007
2,000;0,419;0,007
2,050;0,417;0,007
2,100;0,415;0,007
2,150;0,412;0,007
2,200;0,411;0,007
2,250;0,410;0,007
2,300;0,410;0,007
2,350;0,408;0,007
2,400;0,405;0,007
2,450;0,403;0,007
2,500;0,401;0,007
2,550;0,400;0,007
2,600;0,399;0,007
2,650;0,399;0,007
2,700;0,396;0,007
2,750;0,392;0,007
2,800;0,389;0,007
2,850;0,389;0,007
2,900;0,388;0,007
2,950;0,388;0,007
3,000;0,388;0,007
3,050;0,387;0,007
3,100;0,385;0,007
3,150;0,383;0,007
3,200;0,382;0,006
3,250;0,381;0,007
3,300;0,381;0,007
3,350;0,381;0,007
3,400;0,381;0,006
3,450;0,381;0,007
3,500;0,381;0,007
3,550;0,380;0,007
3,600;0,379;0,007
3,650;0,379;0,007
3,700;0,378;0,006
3,750;0,378;0,007
3,800;0,378;0,007
3,850;0,378;0,007
3,900;0,378;0,007
3,950;0,378;0,007
4,000;0,376;0,006
4,050;0,375;0,007
4,100;0,374;0,007
4,150;0,375;0,007
4,200;0,374;0,006
4,250;0,374;0,007
4,300;0,373;0,006
4,350;0,373;0,007
4,400;0,373;0,007
4,450;0,373;0,007
4,500;0,372;0,007
4,550;0,371;0,007
4,600;0,371;0,006
4,650;0,371;0,007
4,700;0,370;0,007
4,750;0,370;0,007
4,800;0,370;0,006
4,850;0,370;0,007
4,900;0,369;0,007
4,950;0,368;0,007
5,000;0,367;0,006
5,050;0,366;0,007
5,100;0,366;0,006
5,150;0,366;0,007
5,200;0,366;0,006
5,250;0,365;0,007
5,300;0,365;0,006
5,350;0,364;0,006
5,400;0,363;0,007
5,450;0,362;0,007
5,500;0,361;0,007
5,550;0,360;0,007
