Zeit (s) Messreihe #7	Spannung, Ch A (V) Messreihe #7	Spannung, Ch B (V) Messreihe #7
0,000	0,464	0,137
0,050	0,464	0,136
0,100	0,464	0,137
0,150	0,464	0,136
0,200	0,464	0,137
0,250	0,464	0,136
0,300	0,464	0,137
0,350	0,463	0,136
0,400	0,463	0,137
0,450	0,463	0,136
0,500	0,462	0,137
0,550	0,463	0,136
0,600	0,462	0,137
0,650	0,462	0,136
0,700	0,462	0,137
0,750	0,462	0,136
0,800	0,462	0,137
0,850	0,462	0,136
0,900	0,460	0,137
0,950	0,458	0,136
1,000	0,457	0,137
1,050	0,457	0,136
1,100	0,456	0,137
1,150	0,455	0,136
1,200	0,454	0,137
1,250	0,453	0,136
1,300	0,453	0,137
1,350	0,453	0,136
1,400	0,453	0,137
1,450	0,453	0,136
1,500	0,453	0,137
1,550	0,453	0,136
1,600	0,452	0,137
1,650	0,452	0,136
1,700	0,450	0,137
1,750	0,449	0,136
1,800	0,448	0,137
1,850	0,448	0,136
1,900	0,446	0,137
1,950	0,446	0,136
2,000	0,445	0,137
2,050	0,445	0,136
2,100	0,445	0,137
2,150	0,445	0,136
2,200	0,445	0,137
2,250	0,445	0,136
2,300	0,445	0,137
2,350	0,444	0,136
2,400	0,443	0,137
2,450	0,443	0,136
2,500	0,443	0,137
2,550	0,442	0,136
2,600	0,442	0,137
2,650	0,442	0,136
2,700	0,442	0,137
2,750	0,442	0,136
2,800	0,442	0,137
2,850	0,441	0,136
2,900	0,441	0,137
2,950	0,439	0,136
3,000	0,439	0,137
3,050	0,439	0,136
3,100	0,439	0,137
3,150	0,439	0,136
3,200	0,439	0,137
3,250	0,439	0,136
3,300	0,439	0,137
3,350	0,439	0,136
3,400	0,439	0,137
3,450	0,439	0,136
3,500	0,439	0,137
3,550	0,439	0,136
3,600	0,439	0,137
3,650	0,439	0,136
3,700	0,439	0,137
3,750	0,439	0,136
3,800	0,439	0,137
3,850	0,439	0,136
3,900	0,439	0,137
3,950	0,439	0,136
4,000	0,439	0,137
4,050	0,439	0,136
4,100	0,438	0,137
4,150	0,438	0,136
4,200	0,437	0,137
4,250	0,437	0,136
4,300	0,436	0,137
4,350	0,435	0,136
4,400	0,434	0,137
4,450	0,434	0,136
4,500	0,434	0,137
4,550	0,433	0,136
4,600	0,434	0,137
4,650	0,433	0,136
4,700	0,434	0,137
4,750	0,434	0,136
4,800	0,433	0,137
4,850	0,433	0,136
4,900	0,433	0,137
4,950	0,434	0,136
5,000	0,434	0,137
5,050	0,433	0,136
5,100	0,433	0,137
5,150	0,433	0,136
5,200	0,433	0,137
5,250	0,433	0,136
5,300	0,433	0,137
5,350	0,433	0,136
5,400	0,433	0,137
5,450	0,432	0,136
5,500	0,432	0,137
5,550	0,432	0,136
5,600	0,432	0,137
5,650	0,432	0,136
5,700	0,431	0,137
5,750	0,431	0,136
5,800	0,431	0,137
5,850	0,430	0,136
5,900	0,429	0,137
5,950	0,428	0,136
6,000	0,426	0,137
6,050	0,425	0,136
6,100	0,425	0,137
6,150	0,425	0,136
6,200	0,425	0,137
6,250	0,425	0,136
6,300	0,425	0,137
6,350	0,425	0,136
6,400	0,425	0,137
6,450	0,425	0,136
6,500	0,424	0,137
6,550	0,424	0,136
6,600	0,424	0,137
6,650	0,424	0,136
6,700	0,424	0,137
6,750	0,424	0,136
6,800	0,423	0,137
6,850	0,424	0,136
6,900	0,423	0,137
6,950	0,423	0,135
7,000	0,423	0,137
7,050	0,423	0,136
7,100	0,423	0,137
7,150	0,422	0,136
7,200	0,421	0,137
7,250	0,421	0,136
7,300	0,420	0,137
7,350	0,420	0,136
7,400	0,420	0,137
7,450	0,419	0,136
7,500	0,419	0,137
7,550	0,419	0,136
7,600	0,419	0,137
7,650	0,419	0,136
7,700	0,419	0,137
7,750	0,419	0,136
7,800	0,419	0,137
7,850	0,419	0,136
7,900	0,418	0,137
7,950	0,417	0,136
