Zeit (s) Messreihe #1;Spannung, Ch A (V) Messreihe #1;Spannung, Ch B (V) Messreihe #1
0,000;4,441E-4;0,006
0,050;6,541E-4;0,006
0,100;6,699E-4;0,006
0,150;3,464E-4;0,006
0,200;6,541E-4;0,006
0,250;5,112E-4;0,006
0,300;6,174E-4;0,006
0,350;5,125E-4;0,006
0,400;3,000E-4;0,006
0,450;7,187E-4;0,006
0,500;5,796E-4;0,006
0,550;5,820E-4;0,006
0,600;3,464E-4;0,006
0,650;5,735E-4;0,006
0,700;5,063E-4;0,006
0,750;5,930E-4;0,006
0,800;2,781E-4;0,006
0,850;5,820E-4;0,006
0,900;1,890E-4;0,005
0,950;-4,053E-5;0,005
1,000;-5,518E-5;0,005
1,050;-1,455E-4;0,005
1,100;2,109E-4;0,005
1,150;-1,367E-5;0,005
1,200;-1,077E-4;0,005
1,250;-7,959E-5;0,004
1,300;4,492E-5;0,004
1,350;-9,180E-5;0,004
1,400;-1,064E-4;0,004
1,450;-8,813E-5;0,004
1,500;-9,668E-5;0,004
1,550;-1,187E-4;0,003
1,600;-2,688E-4;0,003
1,650;-1,858E-4;0,003
1,700;-2,517E-4;0,003
1,750;-4,592E-4;0,002
1,800;-4,714E-4;0,002
1,850;-5,691E-4;0,002
1,900;-3,274E-4;0,002
1,950;-3,262E-4;0,002
2,000;-8,169E-4;0,002
2,050;-5,874E-4;0,001
2,100;-7,363E-4;0,001
2,150;-7,424E-4;6,549E-4
2,200;-7,559E-4;7,697E-4
2,250;-8,901E-4;4,333E-5
2,300;-9,207E-4;1,007E-4
2,350;-7,595E-4;-2,032E-4
2,400;-0,001;-5,243E-4
2,450;-0,001;-0,001
2,500;-9,988E-4;-0,001
2,550;-0,001;-0,002
2,600;-0,001;-0,002
2,650;-0,001;-0,002
2,700;-0,001;-0,002
2,750;-0,001;-0,002
2,800;-0,001;-0,002
2,850;-0,001;-0,003
2,900;-0,001;-0,003
2,950;-0,001;-0,003
3,000;-0,002;-0,004
3,050;-0,001;-0,004
3,100;-0,002;-0,004
3,150;-0,002;-0,005
3,200;-0,002;-0,005
3,250;-0,002;-0,005
3,300;-0,002;-0,005
3,350;-0,002;-0,006
3,400;-0,002;-0,006
3,450;-0,002;-0,007
3,500;-0,003;-0,007
3,550;-0,002;-0,008
3,600;-0,003;-0,008
3,650;-0,003;-0,009
3,700;-0,003;-0,008
3,750;-0,003;-0,009
