"Zeit (s) Messreihe #33";"Spannung, Ch A (V) Messreihe #33";"Spannung, Ch B (V) Messreihe #33"
0,000;0,008;0,060
0,050;0,007;0,029
0,100;0,008;0,060
0,150;0,008;0,029
0,200;0,007;0,060
0,250;0,007;0,029
0,300;0,008;0,061
0,350;0,007;0,029
0,400;0,007;0,055
0,450;0,007;0,025
0,500;0,008;0,055
0,550;0,008;0,025
0,600;0,008;0,055
0,650;0,007;0,025
0,700;0,008;0,056
0,750;0,007;0,025
0,800;0,008;0,056
0,850;0,008;0,024
0,900;0,008;0,056
0,950;0,008;0,028
1,000;0,007;0,061
1,050;0,008;0,028
1,100;0,008;0,062
1,150;0,008;0,030
1,200;0,008;0,062
1,250;0,007;0,027
1,300;0,362;1,402
1,350;0,020;-1,514E-4
1,400;0,029;0,068
1,450;0,046;0,038
1,500;0,061;0,084
1,550;0,070;0,038
1,600;0,083;0,074
1,650;0,097;0,040
1,700;0,111;0,079
1,750;0,124;0,045
1,800;0,137;0,085
1,850;0,152;0,052
1,900;0,164;0,095
1,950;0,178;0,062
2,000;0,192;0,110
2,050;0,205;0,076
2,100;0,219;0,133
2,150;0,232;0,100
2,200;0,246;0,163
2,250;0,259;0,127
2,300;0,273;0,195
2,350;0,286;0,156
2,400;0,300;0,214
2,450;0,312;0,161
2,500;0,326;0,209
2,550;0,339;0,151
2,600;0,352;0,197
2,650;0,366;0,139
2,700;0,379;0,186
2,750;0,393;0,128
2,800;0,406;0,172
2,850;0,419;0,121
2,900;0,433;0,167
2,950;0,446;0,114
3,000;0,460;0,164
3,050;0,473;0,114
3,100;0,487;0,166
3,150;0,500;0,121
3,200;0,514;0,176
3,250;0,527;0,135
3,300;0,540;0,201
3,350;0,554;0,160
3,400;0,567;0,236
3,450;0,581;0,206
3,500;0,594;0,289
3,550;0,607;0,261
3,600;0,620;0,362
3,650;0,633;0,347
3,700;0,647;0,463
3,750;0,660;0,462
3,800;0,673;0,595
3,850;0,687;0,607
3,900;0,700;0,756
3,950;0,714;0,786
4,000;0,727;0,945
4,050;0,740;0,979
4,100;0,754;1,125
4,150;0,767;1,122
4,200;0,781;1,223
4,250;0,794;1,167
4,300;0,807;1,223
4,350;0,820;1,141
4,400;0,834;1,174
4,450;0,848;1,072
4,500;0,860;1,093
4,550;0,874;0,974
4,600;0,887;0,987
4,650;0,901;0,865
4,700;0,914;0,878
4,750;0,927;0,760
4,800;0,941;0,781
4,850;0,954;0,673
4,900;0,967;0,706
4,950;0,980;0,615
5,000;0,994;0,669
5,050;1,007;0,601
5,100;1,020;0,681
5,150;1,034;0,641
5,200;1,047;0,750
5,250;1,061;0,747
5,300;1,074;0,886
5,350;1,087;0,918
5,400;1,101;1,096
5,450;1,114;1,164
5,500;1,127;1,387
5,550;1,141;1,489
5,600;1,154;1,751
5,650;1,167;1,892
5,700;1,181;2,190
5,750;1,194;2,353
5,800;1,207;2,654
5,850;1,221;2,778
5,900;1,234;2,986
5,950;1,247;2,954
6,000;1,260;2,979
6,050;1,273;2,779
6,100;1,287;2,691
6,150;1,300;2,441
6,200;1,314;2,335
6,250;1,327;2,078
6,300;1,340;1,967
6,350;1,353;1,729
6,400;1,367;1,639
6,450;1,380;1,433
6,500;1,394;1,378
6,550;1,407;1,210
6,600;1,420;1,192
6,650;1,433;1,062
6,700;1,447;1,084
6,750;1,460;0,996
6,800;1,473;1,063
6,850;1,487;0,978
6,900;1,500;1,816
6,950;1,513;2,005
7,000;1,527;1,784
7,050;1,540;2,099
7,100;1,554;1,618
7,150;1,566;1,735
7,200;1,579;2,026
7,250;1,593;2,201
7,300;1,606;2,551
7,350;1,620;2,784
7,400;1,633;3,195
7,450;1,646;3,478
7,500;1,660;3,933
7,550;1,673;4,245
7,600;1,686;4,689
7,650;1,699;4,930
7,700;1,713;5,220
7,750;1,726;5,220
7,800;1,740;5,220
7,850;1,753;4,943
7,900;1,766;4,737
7,950;1,779;4,341
8,000;1,793;4,069
8,050;1,806;3,630
8,100;1,819;3,331
8,150;1,833;2,899
8,200;1,846;2,652
8,250;1,859;2,297
8,300;1,872;2,124
8,350;1,885;1,847
8,400;1,898;1,750
8,450;1,911;1,552
8,500;1,924;1,529
8,550;1,938;1,408
8,600;1,951;1,462
8,650;1,964;1,418
8,700;1,978;1,544
8,750;1,991;1,578
8,800;2,004;1,778
8,850;2,017;1,888
8,900;2,031;2,166
8,950;2,044;2,352
9,000;2,057;2,709
9,050;2,071;2,972
9,100;2,084;3,409
9,150;2,097;3,747
9,200;2,111;4,258
9,250;2,124;4,670
9,300;2,137;5,250
9,350;2,150;5,694
9,400;2,164;6,284
9,450;2,177;6,675
9,500;2,190;7,129
9,550;2,203;7,292
9,600;2,216;7,451
9,650;2,229;7,301
9,700;2,242;7,182
9,750;2,256;6,812
9,800;2,269;6,516
9,850;2,282;5,992
9,900;2,296;5,560
9,950;2,309;4,969
10,000;2,322;4,536
10,050;2,335;4,007
10,100;2,349;3,649
10,150;2,362;3,200
10,200;2,376;2,929
10,250;2,389;2,591
10,300;2,402;2,432
10,350;2,415;2,208
10,400;2,428;2,164
10,450;2,442;2,040
10,500;2,455;2,097
10,550;2,468;2,082
10,600;2,481;2,238
10,650;2,494;2,323
10,700;2,508;2,582
10,750;2,521;2,767
10,800;2,534;3,124
10,850;2,547;3,403
10,900;2,561;3,862
10,950;2,574;4,236
11,000;2,587;4,789
11,050;2,600;5,251
11,100;2,614;5,882
11,150;2,627;6,416
11,200;2,640;7,088
11,250;2,653;7,615
11,300;2,667;8,218
11,350;2,680;8,599
11,400;2,693;8,985
11,450;2,706;9,104
11,500;2,719;9,215
11,550;2,733;9,074
11,600;2,746;8,939
11,650;2,759;8,547
11,700;2,773;8,175
11,750;2,786;7,590
11,800;2,799;7,102
11,850;2,812;6,482
11,900;2,825;5,993
11,950;2,838;5,390
