"Zeit (s) Messreihe #14";"Spannung, Ch A (V) Messreihe #14";"Spannung, Ch B (V) Messreihe #14"
0,000;0,003;0,004
0,050;0,003;0,026
0,100;0,003;0,004
0,150;0,003;0,025
0,200;0,003;0,004
0,250;0,003;0,025
0,300;0,003;0,005
0,350;0,003;0,025
0,400;0,003;0,005
0,450;0,003;0,025
0,500;0,003;0,005
0,550;0,779;1,529
0,600;0,017;-0,024
0,650;0,033;0,027
0,700;0,047;0,015
0,750;0,063;0,039
0,800;0,078;0,021
0,850;0,093;0,042
0,900;0,108;0,023
0,950;0,123;0,043
1,000;0,138;0,024
1,050;0,153;0,044
1,100;0,167;0,025
1,150;0,183;0,045
1,200;0,198;0,026
1,250;0,212;0,046
1,300;0,227;0,027
1,350;0,242;0,046
1,400;0,257;0,028
1,450;0,272;0,047
1,500;0,287;0,029
1,550;0,302;0,047
1,600;0,316;0,030
1,650;0,331;0,048
1,700;0,346;0,031
1,750;0,361;0,049
1,800;0,375;0,031
1,850;0,390;0,049
1,900;0,405;0,032
1,950;0,420;0,050
2,000;0,435;0,032
2,050;0,450;0,051
2,100;0,464;0,032
2,150;0,479;0,050
2,200;0,494;0,034
2,250;0,509;0,051
2,300;0,524;0,035
2,350;0,538;0,050
2,400;0,553;0,036
2,450;0,568;0,051
2,500;0,583;0,037
2,550;0,598;0,051
2,600;0,612;0,037
2,650;0,627;0,052
2,700;0,641;0,038
2,750;0,656;0,052
2,800;0,671;0,038
2,850;0,685;0,052
2,900;0,700;0,038
2,950;0,715;0,053
3,000;0,729;0,038
3,050;0,745;0,053
3,100;0,760;0,040
3,150;0,774;0,053
3,200;0,789;0,041
3,250;0,804;0,054
3,300;0,819;0,042
3,350;0,833;0,054
3,400;0,848;0,042
3,450;0,863;0,054
3,500;0,877;0,043
3,550;0,892;0,054
3,600;0,907;0,043
3,650;0,922;0,055
3,700;0,937;0,044
3,750;0,951;0,056
3,800;0,965;0,044
3,850;0,980;0,056
3,900;0,995;0,045
3,950;1,010;0,060
4,000;1,025;0,052
4,050;1,040;0,068
4,100;1,054;0,061
4,150;1,069;0,076
4,200;1,084;0,069
4,250;1,098;0,083
4,300;1,113;0,077
4,350;1,128;0,091
4,400;1,143;0,084
4,450;1,157;0,097
4,500;1,172;0,091
4,550;1,187;0,105
4,600;1,202;0,099
4,650;1,216;0,114
4,700;1,231;0,107
4,750;1,246;0,123
