Record Length,1.024000e+03,,          0.00000, -58.58970,
Sample Interval,4.882813e+03,,       4882.81250, -56.18970,
Trigger Point,0.000000000000e+00,,       9765.62500, -31.38970,
,,,      14648.43750, -23.78970,
,,,      19531.25000, -22.98970,
,,,      24414.06250, -23.38970,
Source,MATH,,      29296.87500, -28.98970,
Vertical Units,dB,,      34179.68750, -57.78970,
Vertical Scale,1.000000e+01,,      39062.50000, -69.78970,
Vertical Offset,0.000000e+00,,      43945.31250, -71.38970,
Horizontal Units,Hz,,      48828.12500, -77.78970,
Horizontal Scale,5.000000e+05,,      53710.93750, -72.98970,
Pt Fmt,Y,,      58593.75000, -80.58970,
Yzero,-4.698970e+01,,      63476.56250, -81.38970,
Probe Atten,1.000000e+00,,      68359.37500, -84.58970,
Model Number,TDS1001B,,      73242.18750, -80.58970,
Serial Number,C040317,,      78125.00000, -80.58970,
Firmware Version,FV:v22.01,,      83007.81250, -86.98970,
,,,87890.62500, -86.98970,
,,,92773.43750, -86.98970,
,,,97656.25000, -81.38970,
,,,102539.06250, -76.18970,
,,,107421.87500, -78.58970,
,,,112304.68750, -86.98970,
,,,117187.50000, -81.38970,
,,,122070.31250, -77.78970,
,,,126953.12500, -77.78970,
,,,131835.93750, -84.58970,
,,,136718.75000, -84.58970,
,,,141601.56250, -86.98970,
,,,146484.37500, -81.38970,
,,,151367.18750, -84.58970,
,,,156250.00000, -86.98970,
,,,161132.81250, -86.98970,
,,,166015.62500, -86.98970,
,,,170898.43750, -86.98970,
,,,175781.25000, -84.58970,
,,,180664.06250, -77.78970,
,,,185546.87500, -86.98970,
,,,190429.68750, -81.38970,
,,,195312.50000, -77.78970,
,,,200195.31250, -77.78970,
,,,205078.12500, -77.78970,
,,,209960.93750, -77.38970,
,,,214843.75000, -80.58970,
,,,219726.56250, -80.58970,
,,,224609.37500, -80.58970,
,,,229492.18750, -77.78970,
,,,234375.00000, -80.58970,
,,,239257.81250, -80.58970,
,,,244140.62500, -84.58970,
,,,249023.43750, -78.58970,
,,,253906.25000, -77.38970,
,,,258789.06250, -76.18970,
,,,263671.87500, -77.38970,
,,,268554.68750, -81.38970,
,,,273437.50000, -86.98970,
,,,278320.31250, -84.58970,
,,,283203.12500, -86.98970,
,,,288085.93750, -86.98970,
,,,292968.75000, -81.38970,
,,,297851.56250, -86.98970,
,,,302734.37500, -84.58970,
,,,307617.18750, -86.98970,
,,,312500.00000, -80.58970,
,,,317382.81250, -84.58970,
,,,322265.62500, -86.98970,
,,,327148.43750, -86.98970,
,,,332031.25000, -86.98970,
,,,336914.06250, -81.38970,
,,,341796.87500, -81.38970,
,,,346679.68750, -77.78970,
,,,351562.50000, -81.38970,
,,,356445.31250, -81.38970,
,,,361328.12500, -80.58970,
,,,366210.93750, -86.98970,
,,,371093.75000, -86.98970,
,,,375976.56250, -81.38970,
,,,380859.37500, -81.38970,
,,,385742.18750, -81.38970,
,,,390625.00000, -86.98970,
,,,395507.81250, -76.18970,
,,,400390.62500, -73.38970,
,,,405273.43750, -78.58970,
,,,410156.25000, -78.58970,
,,,415039.06250, -86.98970,
,,,419921.87500, -86.98970,
,,,424804.68750, -80.58970,
,,,429687.50000, -84.58970,
,,,434570.31250, -80.58970,
,,,439453.12500, -86.98970,
,,,444335.93750, -80.58970,
,,,449218.75000, -86.98970,
,,,454101.56250, -84.58970,
,,,458984.37500, -84.58970,
,,,463867.18750, -86.98970,
,,,468750.00000, -86.98970,
,,,473632.81250, -86.98970,
,,,478515.62500, -86.98970,
,,,483398.43750, -80.58970,
,,,488281.25000, -78.58970,
,,,493164.06250, -81.38970,
,,,498046.87500, -81.38970,
,,,502929.68750, -80.58970,
,,,507812.50000, -80.58970,
,,,512695.31250, -81.38970,
,,,517578.12500, -86.98970,
,,,522460.93750, -86.98970,
,,,527343.75000, -80.58970,
,,,532226.56250, -84.58970,
,,,537109.37500, -81.38970,
,,,541992.18750, -86.98970,
,,,546875.00000, -80.58970,
,,,551757.81250, -81.38970,
,,,556640.62500, -86.98970,
,,,561523.43750, -84.58970,
,,,566406.25000, -80.58970,
,,,571289.06250, -77.78970,
,,,576171.87500, -86.98970,
,,,581054.68750, -76.18970,
,,,585937.50000, -74.98970,
,,,590820.31250, -73.38970,
,,,595703.12500, -76.18970,
,,,600585.93750, -77.78970,
,,,605468.75000, -77.78970,
,,,610351.56250, -81.38970,
,,,615234.37500, -80.58970,
,,,620117.18750, -74.98970,
,,,625000.00000, -72.98970,
,,,629882.81250, -72.18970,
,,,634765.62500, -74.98970,
,,,639648.43750, -86.98970,
,,,644531.25000, -86.98970,
,,,649414.06250, -84.58970,
,,,654296.87500, -86.98970,
,,,659179.68750, -84.58970,
,,,664062.50000, -86.98970,
,,,668945.31250, -81.38970,
,,,673828.12500, -86.98970,
,,,678710.93750, -86.98970,
,,,683593.75000, -81.38970,
,,,688476.56250, -77.38970,
,,,693359.37500, -77.38970,
,,,698242.18750, -73.38970,
,,,703125.00000, -76.18970,
,,,708007.81250, -78.58970,
,,,712890.62500, -80.58970,
,,,717773.43750, -86.98970,
,,,722656.25000, -86.98970,
