Zeit (s) Messreihe #3	Spannung, Ch A (V) Messreihe #3	Spannung, Ch B (V) Messreihe #3
0,000	6,708	-0,011
0,050	6,708	-0,011
0,100	6,708	-0,011
0,150	6,708	-0,011
0,200	6,708	-0,011
0,250	6,708	-0,011
0,300	6,708	-0,011
0,350	6,708	-0,011
0,400	6,708	-0,011
0,450	6,708	-0,011
0,500	6,708	-0,011
0,550	6,708	-0,011
0,600	6,708	-0,011
0,650	6,704	-0,011
0,700	6,697	-0,011
0,750	6,692	-0,011
0,800	6,683	-0,011
0,850	6,670	-0,011
0,900	6,653	-0,012
0,950	6,636	-0,012
1,000	6,621	-0,012
1,050	6,608	-0,012
1,100	6,593	-0,012
1,150	6,578	-0,012
1,200	6,571	-0,012
1,250	6,567	-0,012
1,300	6,563	-0,012
1,350	6,555	-0,012
1,400	6,548	-0,012
1,450	6,538	-0,012
1,500	6,531	-0,012
1,550	6,521	-0,013
1,600	6,515	-0,012
1,650	6,506	-0,013
1,700	6,499	-0,012
1,750	6,488	-0,013
1,800	6,479	-0,013
1,850	6,467	-0,013
1,900	6,455	-0,013
1,950	6,444	-0,013
2,000	6,432	-0,013
2,050	6,424	-0,014
2,100	6,414	-0,013
2,150	6,407	-0,014
2,200	6,397	-0,013
2,250	6,390	-0,014
2,300	6,382	-0,013
2,350	6,373	-0,014
2,400	6,370	-0,013
2,450	6,367	-0,014
2,500	6,364	-0,013
2,550	6,356	-0,014
2,600	6,350	-0,014
2,650	6,340	-0,014
2,700	6,332	-0,014
2,750	6,321	-0,015
2,800	6,308	-0,014
2,850	6,292	-0,015
2,900	6,276	-0,014
2,950	6,263	-0,015
3,000	6,251	-0,015
3,050	6,245	-0,015
3,100	6,235	-0,014
3,150	6,221	-0,015
3,200	6,210	-0,015
3,250	6,197	-0,015
3,300	6,191	-0,015
3,350	6,187	-0,016
3,400	6,178	-0,015
3,450	6,168	-0,016
3,500	6,154	-0,015
3,550	6,134	-0,016
3,600	6,108	-0,015
3,650	6,082	-0,016
3,700	6,062	-0,016
3,750	6,046	-0,017
3,800	6,035	-0,016
3,850	6,026	-0,017
3,900	6,014	-0,016
3,950	5,998	-0,017
4,000	5,981	-0,016
4,050	5,964	-0,018
4,100	5,949	-0,017
4,150	5,940	-0,018
4,200	5,930	-0,017
4,250	5,922	-0,018
